Material_Name,Curie,Neel,Curie_Weiss,Crystal_Structure,Lattice_Structure,Lattice_Parameters,Space_Group,Coercivity,Magnetic_Moment,Magnetization,Remanence,Susceptibility,DOI,Experimental
Sm2Fe14B,616 K,,,Nd2Fe14B,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P42/mnm,,,34.8 μB/f.u.,,,Handbook of Magnetic Materials,True
Gd2Fe14B,650 K,,,Nd2Fe14B,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P42/mnm,,,31.3 μB/f.u.,,,Handbook of Magnetic Materials,True
Gd2Fe14BH4.4,698 K,,,Nd2Fe14B,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P42/mnm,2.5 μB/Fe,,22.3 μB/f.u.,,,Handbook of Magnetic Materials,True
Tb2Fe14B,620 K,,,Nd2Fe14B,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P42/mnm,2.2 μB/Fe,,12.9 μB/f.u.,,,Handbook of Magnetic Materials,True
Tb2Fe14BH4.4,657 K,,,Nd2Fe14B,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P42/mnm,2.3 μB/Fe,,13.6 μB/f.u.,,,Handbook of Magnetic Materials,True
Dy2Fe14B,585 K,,,Nd2Fe14B,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P42/mnm,2.2 μB/Fe,,11.0 μB/f.u.,,,Handbook of Magnetic Materials,True
Dy2Fe14BH4.6,638 K,,,Nd2Fe14B,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P42/mnm,2.4 μB/Fe,,13.7 μB/f.u.,,,Handbook of Magnetic Materials,True
Ho2Fe14B,565 K,,,Nd2Fe14B,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P42/mnm,2.2 μB/Fe,,10.9 μB/f.u.,,,Handbook of Magnetic Materials,True
Ho2Fe14BH5.4,615 K,,,Nd2Fe14B,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P42/mnm,2.3 μB/Fe,,14.1 μB/f.u.,,,Handbook of Magnetic Materials,True
Er2Fe14B,550 K,,,Nd2Fe14B,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P42/mnm,2.2 μB/Fe,,13.5 μB/f.u.,,,Handbook of Magnetic Materials,True
Er2Fe14BH3.7,588 K,,,Nd2Fe14B,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P42/mnm,2.4 μB/Fe,,16.6 μB/f.u.,,,Handbook of Magnetic Materials,True
Tm2Fe14B,540 K,,,Nd2Fe14B,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P42/mnm,,,17.8 μB/f.u.,,,Handbook of Magnetic Materials,True
Lu2Fe14B,535 K,,,Nd2Fe14B,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P42/mnm,,,28.2 μB/f.u.,,,Handbook of Magnetic Materials,True
ThFe5,685 K,,,CaCu5,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P6/mmm,1.72 μB/Fe,,,,,Handbook of Magnetic Materials,True
ThFe5Hx,700 K,,,CaCu5,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P6/mmm,1.75 μB/Fe,,,,,Handbook of Magnetic Materials,True
Y6Fe23,485 K,,,Th6Mn23,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",Fm3m,1.65-1.9 μB/Fe,,,,,Handbook of Magnetic Materials,True
Y6Fe23H,743 K,,,Th6Mn23,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",Fm3m,1.96-2.59 μB/Fe,,,,,Handbook of Magnetic Materials,True
Ho6Fe23,501 K,185 K,,Th6Mn23,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",Fm3m,,,13.8 μB/f.u.,,,Handbook of Magnetic Materials,True
Ho6Fe23H16,702 K,72 K,,Th6Mn23,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",Fm3m,,,7.2 μB/f.u.,,,Handbook of Magnetic Materials,True
Pr2Fe14C,512 K,,,,,"{'a': '0.8816 nm', 'b': 'NA', 'c': '1.2044 nm'}",,,,34.8 μB/FU,,,"gueramian et al. (1987), buschow et al. (1988)",True
Nd2Fe14C,535 K,,,,,"{'a': '0.8809 nm', 'b': 'NA', 'c': '1.2050 nm'}",,,,32.5 μB/FU,,,de boer et al. (1988b),True
Sm2Fe14C,575 K,,,,,"{'a': '0.8798 nm', 'b': 'NA', 'c': '1.1945 nm'}",,,,30.2 μB/FU,,,"gueramian et al. (1987), de boer et al. (1988a)",True
Gd2Fe14C,622 K,,,,,"{'a': '0.8791 nm', 'b': 'NA', 'c': '1.1893 nm'}",,,,18.1 μB/FU,,,"gueramian et al. (1987), de boer et al. (1988a), abache and oesterreicher (1985)",True
Tb2Fe14C,578 K,,,,,"{'a': '0.8770 nm', 'b': 'NA', 'c': '1.1865 nm'}",,,,12.0 μB/FU,,,"gueramian et al. (1987), de boer et al. (1988a)",True
Dy2Fe14C,545 K,,,,,"{'a': '0.8754 nm', 'b': 'NA', 'c': '1.1826 nm'}",,,,10.5 μB/FU,,,"gueramian et al. (1987), de boer et al. (1988a), pedziwiatr et al. (1986c)",True
Ho2Fe14C,521 K,,,,,"{'a': '0.8739 nm', 'b': 'NA', 'c': '1.1797 nm'}",,,,10.9 μB/FU,,,"gueramian et al. (1987), de boer et al. (1988a)",True
Er2Fe14C,505 K,,,,,"{'a': '0.8730 nm', 'b': 'NA', 'c': '1.1775 nm'}",,,,12.5 μB/FU,,,"gueramian et al. (1987), de boer et al. (1988a), pedziwiatr et al. (1986c)",True
Tm2Fe14C,497 K,,,,,"{'a': '0.8721 nm', 'b': 'NA', 'c': '1.1749 nm'}",,,,18.4 μB/FU,,,"gueramian et al. (1987), de boer et al. (1988a)",True
Lu2Fe14C,494 K,,,,,"{'a': '0.8709 nm', 'b': 'NA', 'c': '1.1713 nm'}",,,,27.2 μB/FU,,,"gueramian et al. (1987), de boer et al. (1988a)",True
UPt₃,,5 K,,hexagonal,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
URu₂Si₂,,17 K,,tetragonal,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
UPd₂Al₃,,14 K,,hexagonal,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
U₂Zn₁₇,,9.7 K,,rhombohedral,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
UCd₁₁,,5 K,,cubic,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
LaSb,,16-18 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
CeSb,,13.6-16 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
NdSb,,2.1-2.8 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
GdSb,,24-28 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
TbSb,,12-16.5 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
DySb,,9-10.2 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
HoSb,,4.7-5.5 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
ErSb,,3.3-3.5 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
YCo5,940 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,8.3 μB/f.u.,,,"zadvorkin (1987), andreev (1990), andreev et al. (1985a), deryagin et al. (1976a), yermolenko (1983)",True
YCo4Ni,780 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,6.6 μB/f.u.,,,"zadvorkin (1987), andreev (1990), andreev et al. (1985a), deryagin et al. (1976a)",True
YCo3Ni2,585 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,4.9 μB/f.u.,,,"zadvorkin (1987), andreev (1990), andreev et al. (1985a), deryagin et al. (1976a)",True
YCo2Ni3,240 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,2.2 μB/f.u.,,,"zadvorkin (1987), andreev (1990), andreev et al. (1985a), deryagin et al. (1976a)",True
CeCo5,637 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,6.5 μB/f.u.,,,"zadvorkin (1987), andreev (1990), andreev et al. (1985b)",True
Th0.965Co5.07,540 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,4.5 μB/f.u.,,,"zadvorkin (1987), andreev (1990), andreev et al. (1984a), snegirev (1984)",True
Th0.950Co5.10,650 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,7.1 μB/f.u.,,,"zadvorkin (1987), andreev (1990), andreev et al. (1984a), snegirev (1984)",True
UCo5.3,365 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,2.37 μB/f.u.,,,"zadvorkin (1987), andreev (1990), andreev (1979), andreev (1991), deryagin and andreev (1976)",True
Nd2Co7,613 K,,,Ce2Ni7,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P63/mmc,1.37 μB/Co,,14.6 μB/f.u.,,,Handbook of Magnetic Materials,True
Nd2Co7H8.5,35 K,,,Ce2Ni7,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",P63/mmc,0.53 μB/Co,,3.7 μB/f.u.,,,Handbook of Magnetic Materials,True
Gd2Co7,775 K,,,Gd2Co7,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,1.4 μB/Co,,4.2 μB/f.u.,,,Handbook of Magnetic Materials,True
Gd2Co7H7.7,420 K,,,Gd2Co7,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,0.9 μB/Co,,7.7 μB/f.u.,,,Handbook of Magnetic Materials,True
Ho2Co7,670 K,,,Gd2Co7,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,,,6 μB/f.u.,,,Handbook of Magnetic Materials,True
Ho2Co7H2.6,200 K,,,Gd2Co7,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,,,1.7 μB/f.u.,,,Handbook of Magnetic Materials,True
YCo3,301 K,,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,,,1.23 μB/f.u.,,,Handbook of Magnetic Materials,True
YCo3H1.0,,273 K,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,,,0.87 μB/f.u.,,,Handbook of Magnetic Materials,True
YCo3H1.8,237 K,,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,,,1.16 μB/f.u.,,,Handbook of Magnetic Materials,True
YCo3H3.4,,222 K,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,,,1.0 μB/f.u.,,,Handbook of Magnetic Materials,True
YCo3H4.0,,209 K,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,,,1.1 μB/f.u.,,,Handbook of Magnetic Materials,True
CeCo3,<10 K,,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,,,<0.1 μB/f.u.,,,Handbook of Magnetic Materials,True
CeCo3H4,80 K,,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,,,0.8 μB/f.u.,,,Handbook of Magnetic Materials,True
NdCo3,381 K,,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,1.2 μB/Co,,6.1 μB/f.u.,,,Handbook of Magnetic Materials,True
NdCo3H4.1,,214 K,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,~0.5 μB/Co,,3.92 μB/f.u.,,,Handbook of Magnetic Materials,True
GdCo3,612 K,,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,1.27 μB/Co,,3.20 μB/f.u.,,,Handbook of Magnetic Materials,True
GdCo3H4.4,,237 K,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,0.6 μB/Co,,5.2 μB/f.u.,,,Handbook of Magnetic Materials,True
TbCo3,483 K,,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,1.15 μB/Co,,4.81 μB/f.u.,,,Handbook of Magnetic Materials,True
TbCo3H4.4,,192 K,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,>0.3 μB/Co,,7.83 μB/f.u.,,,Handbook of Magnetic Materials,True
DyCo3,450 K,,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,,,5.42 μB/f.u.,,,Handbook of Magnetic Materials,True
DyCo3H4.3,,192 K,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,>0.3 μB/Co,,8.38 μB/f.u.,,,Handbook of Magnetic Materials,True
HoCo3,400 K,,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,1.16 μB/Co,,6.26 μB/f.u.,,,Handbook of Magnetic Materials,True
HoCo3H4.3,,198 K,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,0.57 μB/Co,,9.88 μB/f.u.,,,Handbook of Magnetic Materials,True
ErCo3,400 K,,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,1.03 μB/Co,,4.84 μB/f.u.,,,Handbook of Magnetic Materials,True
ErCo3H4.2,,212 K,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,0.55 μB/Co,,8.12 μB/f.u.,,,Handbook of Magnetic Materials,True
TmCo3,370 K,,,PuNi3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",R-3m,,,3.0 μB/f.u.,,,Handbook of Magnetic Materials,True
PrCo2,40 K,,,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",Fd-3m,,,3.9 μB/f.u.,,,Handbook of Magnetic Materials,True
GdCo2,398 K,,,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",Fd-3m,,,4.8 μB/f.u.,,,Handbook of Magnetic Materials,True
GdCo2H4,90 K,,,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",Fd-3m,,,4.7 μB/f.u.,,,Handbook of Magnetic Materials,True
TbCo2,230 K,,,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",Fd-3m,,,6.65 μB/f.u.,,,Handbook of Magnetic Materials,True
TbCo2H3.2,50 K,,,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",Fd-3m,,,4.15 μB/f.u.,,,Handbook of Magnetic Materials,True
DyCo2,140 K,,,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",Fd-3m,,,6.75 μB/f.u.,,,Handbook of Magnetic Materials,True
DyCo2H3.3,40 K,,,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",Fd-3m,,,4.1 μB/f.u.,,,Handbook of Magnetic Materials,True
HoCo2,76 K,,,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",Fd-3m,,,7.4 μB/f.u.,,,Handbook of Magnetic Materials,True
HoCo2H3.5,40 K,,,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",Fd-3m,,,4.7 μB/f.u.,,,Handbook of Magnetic Materials,True
ErFe4B,620 K,,,,,"{'a': '0.5028 nm', 'b': 'NA', 'c': '0.6971 nm'}",,,,2.08 μB/F.U,,,van noort et al. (1985a),True
TmFe4B,610 K,,,,,"{'a': '0.5023 nm', 'b': 'NA', 'c': '0.6985 nm'}",,,,1.16 μB/F.U,,,van noort et al. (1985a),True
LuFe4B,573 K,,,,,"{'a': '0.4985 nm', 'b': 'NA', 'c': '0.6927 nm'}",,,,5.22 μB/F.U,,,"van noort et al. (1985a), spada et al. (1984)",True
Pr1+εFe4B4,7.5 K,,,,,"{'a': '0.713 nm', 'b': 'NA', 'c': '0.351 nm (0.388 nm)'}",,,,1.50 μB/F.U,,,niarchos et al. (1986),True
Nd1+εFe4B4,10-16 K,,,,,"{'a': '0.711 nm', 'b': 'NA', 'c': '0.352 nm (0.389 nm)'}",,,,2.2-3 μB/F.U,,,"niarchos et al. (1986), bezinge et al. (1985), buschow et al. (1986a), givord et al. (1985c)",True
Sm1+εFe4B4,37 K,,,,,"{'a': '0.708 nm', 'b': 'NA', 'c': '0.344 nm (0.390 nm)'}",,,,,,,"niarchos et al. (1986), rechenberg and sanchez (1987)",True
Gd1+εFe4B4,24; 20 K,,,,,"{'a': '0.704 nm', 'b': 'NA', 'c': '0.342 nm (0.391 nm)'}",,,,6.0; 6.1 μB/F.U,,,"niarchos et al. (1986), buschow et al. (1986a)",True
Tb1+εFe4B4,16.0 K,,,,,"{'a': '0.700 nm', 'b': 'NA', 'c': '0.339 nm (0.391 nm)'}",,,,3.50 μB/F.U,,,niarchos et al. (1986),True
Dy1+εFe4B4,11.5 K,,,,,"{'a': '0.700 nm', 'b': 'NA', 'c': '0.339 nm (0.390 nm)'}",,,,5.70 μB/F.U,,,niarchos et al. (1986),True
H01+εFe4B4,6.5 K,,,,,"{'a': '0.698 nm', 'b': 'NA', 'c': '0.336 nm (0.391 nm)'}",,,,5.50 μB/F.U,,,niarchos et al. (1986),True
Nd5Fe2B6,64 K,,,,,"{'a': '0.5464 nm', 'b': 'NA', 'c': '2.4292 nm'}",,,,2.83 μB/F.U,,,buschow et al. (1986a),True
Gd5Fe2B6,57 K,,,,,"{'a': '0.5440 nm', 'b': 'NA', 'c': '2.3524 nm'}",,,,10.7 μB/F.U,,,buschow et al. (1986a),True
Pr2Fe23B3,644 K,,,,,"{'a': '1.418 nm', 'b': 'NA', 'c': 'NA'}",,,,,,,de mooij et al. (1987),True
Nd2Fe23B3,655 K,,,,,"{'a': '1.419 nm', 'b': 'NA', 'c': 'NA'}",,,,49.1 μB/F.U,,,"de mooij et al. (1987), buschow et al. (1986b)",True
Sm2Fe23B3,663 K,,,,,"{'a': '1.406 nm', 'b': 'NA', 'c': 'NA'}",,,,,,,de mooij et al. (1987),True
Gd2Fe23B3,689 K,,,,,"{'a': '1.411 nm', 'b': 'NA', 'c': 'NA'}",,,,,,,de mooij et al. (1987),True
NdFe12B6,230 K,,,,,"{'a': '0.9605 nm', 'b': 'NA', 'c': '0.7549 nm'}",,,,19.5 μB/F.U,,,buschow et al. (1986b),True
Y6Fe62B14,510 K,,,,,"{'a': '1.235 nm', 'b': 'NA', 'c': 'NA'}",,,,,,,de mooij et al. (1987),True
Mg²⁺[Cr³⁺]O₄,,14 K,-350 K,"cubic at 10 K, weakly tetragonal at 4.2 K",,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"plumier, r., theses, paris 1968.",True
Mg²⁺[V³⁺]O₄,,45 K,-750 K,"cubic at 77 K, tetragonal at 4.2 K",,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"plumier, r., theses, paris 1968.",True
Zn²⁺[Mn³⁺]O₄,,200 K,-450 K,tetragonal,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"aiyama, y., 1966, j. phys. soc. jap. 21, 1684.",True
Zn²⁺[Fe³⁺]O₄,,9 K,-50 K,cubic,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"könig u. et al., 1970, solid state commun. 8, 759.",True
Ge⁴⁺[Fe²⁺]O₄,,10-11 K,-15 K,cubic,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"blasse, g. and j.f. fast, 1963, philips res. rep. 18, 393.",True
Ge⁴⁺[Ni²⁺]O₄,,15 K,-6 K,cubic,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"blasse, g. and j.f. fast, 1963, philips res. rep. 18, 393.",True
Cu⁺[Ni½Mn³/₂]O₄,150 K,,-20 K,cubic,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"blasse, g., 1966, j. phys. chem. solids 27, 383.",True
Cu⁺[Mg½Mn³/₂]O₄,57 K,,-75 K,cubic,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"blasse, g., 1966, j. phys. chem. solids 27, 383.",True
NdRh₄B₄,,1.31 K,,Primitive tetragonal,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,majkrzak et al. (1982),True
SmRh₄B₄,,0.89 K,,Primitive tetragonal,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
GdRh₄B₄,0.87 K,,,Primitive tetragonal,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
TbRh₄B₄,5.8 K,,,Primitive tetragonal,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
DyRh₄B₄,7.4 K,,,Primitive tetragonal,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
HoRh₄B₄,10.7 K,,,Primitive tetragonal,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
ErRh₄B₄,,0.9 K,,Primitive tetragonal,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,sinha et al. (1982),True
TmRh₄B₄,,0.4 K,,Primitive tetragonal,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,majkrzak et al. (1983),True
EuO,69.33 K,,,,,"{'a': '5.141 Å', 'b': 'NA', 'c': 'NA'}",,,,,,,"schwob (1969), kornblit et al. (1973)",True
EuS,16.57 K,,,,,"{'a': '5.968 Å', 'b': 'NA', 'c': 'NA'}",,,,,,,"schwob (1969), berkner (1975)",True
EuSe,,4.60 K,,,,"{'a': '6.195 Å', 'b': 'NA', 'c': 'NA'}",,,,,,,schwob (1969),True
EuSe (ferri),,2.8 K,,,,"{'a': '6.195 Å', 'b': 'NA', 'c': 'NA'}",,,,,,,griessen et al. (1971),True
EuSe (AF-II),,1.8 K,,,,"{'a': '6.195 Å', 'b': 'NA', 'c': 'NA'}",,,,,,,griessen et al. (1971),True
EuTe,,9.58 K,,,,"{'a': '6.598 Å', 'b': 'NA', 'c': 'NA'}",,,,,,,schwob (1969),True
MnP,291 K,,,MnP,Orthorhombic,"{'a': '5.258', 'b': '3.172', 'c': '5.918'}",,,,1.3 μB,,,Handbook of Magnetic Materials,True
FeP,,125 K,,MnP,Orthorhombic,"{'a': '5.191', 'b': '3.099', 'c': '5.792'}",,,,0.4 μB,,,Handbook of Magnetic Materials,True
CrAs,,272 K,,MnP,Orthorhombic,"{'a': '5.649', 'b': '3.461', 'c': '6.208'}",,,,1.7 μB,,,Handbook of Magnetic Materials,True
MnAs,317 K,,,MnP (RT),Orthorhombic,"{'a': '5.72', 'b': '3.676', 'c': '6.379'}",,,,3.3 μB,,,Handbook of Magnetic Materials,True
FeAs,,77 K,,MnP,Orthorhombic,"{'a': '5.442', 'b': '3.373', 'c': '6.028'}",,,,0.5 μB,,,Handbook of Magnetic Materials,True
CrSb,,710 K,,NiAs,Hexagonal,"{'a': '4.103', 'b': 'NA', 'c': '5.463'}",,,,3 μB,,,Handbook of Magnetic Materials,True
MnSb,580 K,,,NiAs,Hexagonal,"{'a': '4.139', 'b': 'NA', 'c': '5.754'}",,,,3.5 μB,,,Handbook of Magnetic Materials,True
FeSb1+x,≈200 K,,,NiAs,Hexagonal,"{'a': 'Nonstoichiometric, see text', 'b': 'NA', 'c': 'NA'}",,,,0.9 μB,,,Handbook of Magnetic Materials,True
MnBi,628 K,,,NiAs,Hexagonal,"{'a': '4.285', 'b': 'NA', 'c': '6.113'}",,,,4.0 μB,,,Handbook of Magnetic Materials,True
NdMnGa,10 K,,-11 K,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
DyMnGa,40 K,,+18 K,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
TbMnAl,,34 K,,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
ErMnAl,,15 K,,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
GdPtSn,,,+24 K,MgAgAs,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,8.28 μB,,,Handbook of Magnetic Materials,True
YbPdSb,,,-9 K,MgAgAs,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,4.39 μB,,,Handbook of Magnetic Materials,True
YbPdBi,,,-9 K,MgAgAs,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,4.04 μB,,,Handbook of Magnetic Materials,True
NdIrSi,10 K,,+12 K,ZrOS,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,1.5 μB,,3.62 μB,,,Handbook of Magnetic Materials,True
PrNiAl,,,-10 K,Fe2P,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,3.73 μB,,,Handbook of Magnetic Materials,True
NdNiAl,15-17 K,,+5 K,Fe2P,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,1.6 μB,,3.84 μB,,,Handbook of Magnetic Materials,True
GdNiAl,61-70 K,,53-70 K,Fe2P,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,7.38-7.42 μB,,8.5-8.9 μB,,,Handbook of Magnetic Materials,True
TbNiAl,57-65 K,,45-52 K,Fe2P,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,7.48-8.01 μB,,10.1-10.2 μB,,,Handbook of Magnetic Materials,True
DyNiAl,39-47 K,,30 K,Fe2P,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,7.38-7.82 μB,,11.0-11.1 μB,,,Handbook of Magnetic Materials,True
HoNiAl,25-27 K,,11-12 K,Fe2P,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,7.25-8.86 μB,,10.6-10.8 μB,,,Handbook of Magnetic Materials,True
ErNiAl,15-16 K,,-1-0 K,Fe2P,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,7.39-7.4 μB,,9.8-9.85 μB,,,Handbook of Magnetic Materials,True
TmNiAl,"4.2, 12 K",,-11 K,Fe2P,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,4.72 μB,,7.8 μB,,,Handbook of Magnetic Materials,True
PrCuAl,36 K,,,Fe2P,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,1.7 μB,,,,,Handbook of Magnetic Materials,True
NdCuAl,25 K,,,Fe2P,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,1.8 μB,,,,,Handbook of Magnetic Materials,True
GdCuAl,67-90 K,,55-90 K,Fe2P,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,7.01 μB,,8.2 μB,,,Handbook of Magnetic Materials,True
