composition,Tc_sim,Tc_exp,contains_rare_earth,use_for_emb
Fe1.8Co1.2Si1,,1052.0,False,True
Fe1.8Cu1.1Ge0.1O4,,688.0,False,True
Fe1.8Si0.2P0.8,671.893782859499,516.757952390984,False,True
Fe1.94Cu0.06P1,,265.0,False,True
Fe1.97Co0.03P2,,280.0,False,True
Fe1.9Co0.1P2,,415.0,False,True
Fe1.9Co0.2Si0.1P0.9,775.56866822943,637.45994110502,False,True
Fe1.9Co0.3Si0.1P0.9,794.299423151912,603.214348143732,False,True
Fe1.9Co0.4Si0.1P0.9,760.053830190624,584.113370594642,False,True
Fe1.9Co0.5Si0.1P0.9,752.297979911164,582.026946470111,False,True
Fe1.9Co0.6Si0.1P0.9,753.995356529768,587.514398791622,False,True
Fe1.9Co0.8Si0.1P0.9,732.811092336033,543.621055179307,False,True
Fe1.9Co0.9Si0.1P0.9,721.268303833552,516.943063704288,False,True
Fe1.9Co1Si0.1P0.9,713.512453554092,507.289038093488,False,True
Fe10.7Ni83.4Mo5.9,,470.0,False,True
"Fe100-xVx (x = 33.5, 34.1)",300.0,,False,False
Fe10As3P2,,470.0,False,True
Fe10AsP4,,411.0,False,True
Fe10BP4,,512.0,False,True
Fe10Co2B3Pt5,,760.0,False,True
Fe10SiNi70B19,186.88,,False,True
Fe11.25Pb1O19,,673.15,False,True
Fe11.5Pb1O19,,663.15,False,True
Fe11.75Pb1O19,,688.15,False,True
Fe118Ni59Ge41O400,,610.0,False,True
Fe11Au39,,220.0,False,True
Fe11Mo9,,44.5,False,True
Fe11PbO19,,683.15,False,True
Fe11Pt9,,575.0,False,True
Fe11S12,,483.0,False,True
Fe11Si4Ni5,650.0,650.0,False,True
Fe12.1Ge87.9,,350.0,False,True
Fe12.9Ni80.4Mo6.7,,495.0,False,True
Fe12B3Pt5,,812.5,False,True
Fe12B5Pt3,,740.0,False,True
Fe12Co3P5,,670.0,False,True
Fe12PbO19,718.0,703.15,False,True
Fe12Pt13,,773.15,False,True
Fe13Au87,,40.0,False,True
Fe13B5Pt7,,660.0,False,True
Fe13Co13(B5Pt7)2,,660.0,False,False
Fe13Co7,,1241.575,False,True
Fe13Ni12,,761.15,False,True
Fe13Ni13Pt24,,400.0,False,True
Fe13Ni7,,508.075,False,True
Fe13Pd987,,55.0,False,True
Fe13SiNi67B19,268.47,,False,True
Fe13Sn10,,676.0,False,True
Fe14.5Ge85.5,,350.0,False,True
Fe14Cu13Ge3O40,,700.0,False,True
Fe14Ni7Ge3O40,,680.0,False,True
Fe14Pt11,,685.0,False,True
Fe14SiC5,,605.0,False,True
Fe15B4P,,806.0,False,True
Fe15Ni25B3P7,,434.0,False,True
Fe15P3C2,,607.75,False,True
Fe15Si2Ni65B18,,307.6,False,True
Fe15Si4B,,848.15,False,True
Fe15SnB4,,714.0,False,True
Fe16.7Ni81Mo2.3,,720.0,False,True
Fe16Ni79Mo5,,618.15,False,False
Fe16Ni9,,357.5,False,True
Fe16SiGeB2,,600.0,False,True
Fe16SiNi64B19,341.82,,False,True
Fe16SnB3,,666.0,False,True
"Fe17(Gd,Zr)2",,470.0,True,False
Fe17.5Ni22.5P20Pd40,94.0,,False,True
Fe17Au83,,148.0,False,True
Fe17B2P,,552.0,False,True
Fe17B3,,558.15,False,True
Fe17Co3P10,,423.0,False,True
Fe17Co9(B5Pt7)2,,660.0,False,False
Fe17Ni12SbO40,,820.0,False,True
Fe1813Co187,,1124.0,False,True
Fe1881Co119,,1105.0,False,True
Fe18Cu11GeO40,,709.0,False,True
Fe18Pt7,40.0,500.0,False,True
Fe191P100,,223.0,False,True
Fe19Co,,1093.0,False,True
Fe19NiP10,,343.0,False,True
Fe1Co1Cu0.2Si0.2Ni1,,887.0,False,True
Fe1Co2Si0.5Ge0.5,,963.0,False,True
Fe1Co2Si0.5Sn0.5,,1046.0,False,True
Fe1Co2Si0.75Ge0.25,990.0,990.0,False,True
Fe1Cu0.1C0.9,2.4,,False,True
Fe1Cu0.3C0.7,2.6,,False,True
Fe1Cu0.5C0.5,2.67,,False,True
Fe1Cu0.9C0.1,2.8,,False,True
Fe1N0.333,,575.0,False,True
Fe1Si0.05Ge0.95,,250.0,False,True
Fe1Si0.25Ge0.75Ru2,,420.0,False,False
Fe1Si0.5Ge0.5Ru2,,389.0,False,False
Fe1Si0.75Ge0.25Ru2,,354.0,False,False
Fe1Si3.8,,1013.15,False,True
Fe2-2.4C,,653.0,False,False
Fe2.18Co0.82O4,,793.0,False,True
Fe2.19N1,167.0,,False,True
Fe2.28N1,,50.0,False,True
Fe2.2Co0.8O4,,803.0,False,True
Fe2.41Co0.59O4,,793.0,False,True
Fe2.46N1,,90.0,False,True
Fe2.584Co0.416O4,,639.0,False,True
Fe2.5Co2.5B2P1,,278.0,False,True
Fe2.5Co2.5Si1B2,,438.0,False,True
Fe2.62Co0.38O4,,793.0,False,True
Fe2.64N1,,170.0,False,True
Fe2.69Ge1Te2,,140.0,False,True
Fe2.77Ni0.23O4,850.0,,False,True
Fe2.78Ge1Te2,,154.0,False,True
Fe2.7Co0.3O4,,849.0,False,True
Fe2.802Co0.198O4,,660.0,False,True
Fe2.82N1,,320.0,False,True
Fe2.85N1,520.0,,False,True
Fe2.87Ge1Te2,,203.0,False,True
Fe2.9 wt% Si,,1150.0,False,False
Fe2.92Ge1Te2,,220.0,False,True
Fe2.94B1Mo0.06,,780.0,False,True
Fe2.95N1,,300.0,False,True
Fe2.95Ni0.05C1,,493.15,False,True
Fe2.96Ge1Te2,,226.0,False,True
Fe2.97Ge1Te2,,232.0,False,True
Fe2.9Co0.1O4,,857.0,False,True
Fe2/Au,582.0,,False,False
Fe2/V5,,300.0,False,False
Fe20.4Ni59.6B20,393.15,,False,True
Fe20As3P7,,443.0,False,True
Fe20AsP9,,358.0,False,True
Fe20BP9,,391.0,False,True
Fe20Co23Ni7,,1033.0,False,True
Fe20Ni20B3P7,540.0,532.7,False,True
Fe20SiBP3,,753.0,False,True
Fe20SiP9,,370.0,False,True
Fe21(MoC3)2,,492.0,False,False
Fe21(WC3)2,,1006.0,False,False
Fe21Co4,,1203.0,False,True
Fe21Co5(B5Pt7)2,,660.0,False,False
Fe21Pt29,,575.5,False,True
Fe23(BC)3,,742.0,False,False
Fe23B6,630.0,698.0,False,True
Fe23P2,,867.0,False,True
Fe24Co16B3P7,,720.0,False,True
Fe25.7Ge1,,35.0,False,True
Fe25Ni15B3P7,,593.0,False,True
Fe25Ni2Pd23,,744.15,False,True
Fe25Ni4Pd21,,755.15,False,True
Fe28.75Co28.75Ni17.5Ge8B17,,703.15,False,True
Fe28.75Co28.75Si8Ni17.5B17,,693.15,False,True
Fe28Co28Si13Ni19B12,,627.0,False,True
Fe2As0.1P0.9,,358.0,False,True
Fe2As0.2P0.8,,411.0,False,True
Fe2As0.3P0.7,,443.0,False,True
Fe2As0.6P0.4,,470.0,False,True
Fe2B,1024.075,1015.075,False,True
Fe2B0.04P0.96,,350.0,False,True
Fe2B0.08P0.92,,450.0,False,True
Fe2B0.15P0.85,543.15,,False,True
Fe2BO4,155.0,,False,True
Fe2C,685.5,663.075,False,True
Fe2C0.15928N0.72072,,349.0,False,True
Fe2C0.20412N0.63588,,431.0,False,True
Fe2C0.2622N0.6578,,336.0,False,False
Fe2C0.27048N0.64952,,340.0,False,True
Fe2Co,,1260.15,False,True
Fe2Co0.075Ni0.925O4,,871.0,False,True
Fe2Co0.2Ni0.8O4,,850.575,False,True
Fe2Co0.4Ni0.6O4,,841.075,False,True
Fe2Co0.5Cu0.5O4,,598.0,False,True
Fe2Co0.5Ni0.5O4,,858.0,False,True
Fe2Co0.5Sn0.5O4,,800.0,False,True
Fe2Co0.6Ni0.4O4,,832.575,False,True
Fe2Co0.75Cu0.25O4,,588.15,False,True
Fe2Co0.7Ni0.3O4,,831.0,False,True
Fe2Co0.8Ni0.2O4,,817.575,False,True
Fe2Co0.97Ni0.03O4,,786.0,False,True
Fe2Co0.9Ni0.1O4,,525.0,False,True
Fe2Co1Si0.75B0.25,,1039.0,False,True
Fe2Co1Si0.85B0.15,,1031.0,False,True
Fe2Co1Si0.8B0.2,,1036.0,False,True
Fe2Co1Si0.95B0.05,,1024.0,False,True
Fe2Co1Si0.9B0.1,,1030.0,False,True
Fe2Co2B,,800.0,False,True
Fe2Co3,,1272.075,False,True
Fe2Co33Si8B6Mo,,483.0,False,True
Fe2Co3B2P,,209.0,False,True
Fe2CoCO5F,,793.0,False,True
Fe2CoGe,1011.0,925.0,False,True
Fe2CoN,,488.0,False,True
Fe2CoO4,793.0,790.075,False,True
Fe2CoPt,1008.0,,False,True
Fe2CoRh,1554.0,,False,False
Fe2CoS,1290.0,,False,True
Fe2CoSe4,,88.0,False,True
Fe2CoSi,1042.5,1023.0,False,True
Fe2Cu0.1Ni0.9O4,,863.15,False,True
Fe2Cu0.3Ni0.7O4,,843.15,False,True
Fe2Cu0.5Ni0.5O4,,818.075,False,True
Fe2CuO4,855.075,688.0,False,True
Fe2Ge,,478.0,False,True
Fe2GeO4,,11.0,False,True
Fe2GeS4,69.0,,False,True
Fe2GeTe4,,149.9,False,True
Fe2MnAl (annealed at 873 K),,150.0,False,False
Fe2MnAl (disordered),,300.0,False,False
"Fe2MnSi (Yoon and Booth, 1974)",214.0,,True,False
Fe2Mo,,299.0,False,True
Fe2MoO4,,347.5,False,True
Fe2N,9.0,8.0,False,True
Fe2N0.72,,480.0,False,True
Fe2N0.91,,222.0,False,True
Fe2Ni0.5Sn0.5O4,,830.0,False,True
Fe2Ni2B,,598.5,False,True
Fe2Ni2N,,441.0,False,True
Fe2Ni3,,848.15,False,True
Fe2NiGe,,701.25,False,True
Fe2NiNO5F,,858.0,False,True
Fe2NiO4,858.0,853.0,False,True
Fe2NiP,,430.0,False,True
Fe2NiSe4,,120.0,False,True
Fe2O3,,958.325,False,True
Fe2O3-FeTiO3,,888.15,False,False
Fe2P,216.0,216.5,False,True
Fe2Pb3WO9,340.0,,False,True
Fe2Pt3,,256.0,False,True
Fe2Si,780.0,540.0,False,True
Fe2Si0.1P0.9,,370.0,False,True
Fe2Si0.35P0.65,660.15,,False,True
Fe2SiNi,,755.0,False,True
Fe2SiRu,,767.0,False,False
Fe2SiS4,30.0,,False,True
Fe2SnO4,390.0,,False,True
Fe2SnSe4,,301.4,False,True
Fe2Te3,,10.0,False,True
Fe2−yTiyO3 (y≈0.5),,490.65,False,False
Fe3(SiO2)2,,500.0,False,False
Fe3.2 wt% Si,,1103.0,False,False
Fe3.3Ni83.2Mo13.5,,45.0,False,True
Fe3.5Co1.5B2P1,,400.0,False,True
Fe3.5Co1.5Si1B2,,667.0,False,True
Fe3.5Co64.3Si16.5B11W4.7,,475.15,False,True
Fe3.5Co65.9Si16.5B11W3.1,,513.15,False,True
Fe3.83Co66.94Si14.59Ni1.44B11.51Mo1.69,,616.825,False,True
Fe3.9Co68.6Si12B12.5Mo3,,567.15,False,True
Fe30.5Ge1,,340.0,False,True
Fe30B3P7,,758.0,False,True
Fe30Co10B3P7,729.15,,False,True
Fe30Ni10B3P7,,619.0,False,True
Fe31Ge19,,430.0,False,True
Fe31Pt19,,460.0,False,True
Fe32P5C3,,586.0,False,True
Fe33Cu67,,312.0,False,True
Fe33Ni17,,500.0,False,True
Fe34CuPd15,,568.0,False,True
Fe35.9Ge64.1,,350.0,False,True
Fe35Co35Si11B19,,670.0,False,True
Fe35Si2Ni6B7,,669.15,False,True
Fe35Si7C8,,780.0,False,True
Fe36.75Co36.75Cu1Si13.5B9Mo3,,728.15,False,True
Fe36Co13Ni51,,898.0,False,True
Fe37Ge63,,273.0,False,True
Fe37Si2Ni4B7,,700.15,False,True
Fe38Cu21GeO80,,719.0,False,True
Fe39Co39(Si4B7)2,,785.0,False,False
Fe39Si2Ni2B7,,681.15,False,True
Fe39Si5B6,,691.15,False,True
Fe39Si6B5,,723.15,False,True
Fe3Ag7,,843.15,False,True
Fe3Au7,,415.0,False,True
Fe3B,786.0,786.575,False,True
Fe3BO5,81.5,,False,True
Fe3BO6,508.0,508.0,False,True
Fe3C,483.0,482.0,False,True
Fe3C (cementite),488.0,488.0,False,False
Fe3Co2,,1230.575,False,True
Fe3Co2B2P,,335.0,False,True
Fe3Co37B10,,700.0,False,True
Fe3Co85Si5Ni2B3Mo2,,638.0,False,True
Fe3Cu,,250.0,False,True
Fe3Cu7,,326.0,False,True
Fe3Ge,567.5,695.0,False,True
Fe3Ge2,,457.0,False,True
Fe3GeTe2,220.0,203.0,False,True
Fe3N,,575.0,False,True
Fe3N1.22,,420.0,False,True
Fe3Ni2,,641.575,False,True
Fe3Ni2RhO8,,720.0,False,False
Fe3Ni7,,673.15,False,True
Fe3Ni9P4,,120.0,False,True
Fe3O4,858.0,856.325,False,True
Fe3O4 (Hollow),858.0,,True,False
Fe3O4 (Solid),858.0,,False,False
Fe3O4 on MgAl2O4,,858.0,False,True
Fe3O4 on MgO,,858.0,False,True
Fe3O4-Ag,,860.0,False,False
Fe3O4/Fe3C,,858.15,False,False
Fe3O4/Ni3Fe,,833.65,False,False
Fe3OsN,,739.15,False,True
Fe3P,716.075,704.0,False,True
Fe3P3PbO13,,21.7333333333333,False,True
Fe3Pd,,519.0,False,True
Fe3Pd47,,173.0,False,True
Fe3Pd5,701.19,,False,True
Fe3Pd5 (12.5% B),1035.56,,False,False
Fe3Pd5 (18.75% B),570.51,,False,False
Fe3Pd5 (6.25% B),542.57,,False,False
Fe3PdN,,600.0,False,True
Fe3Pt,440.0,415.0,False,True
Fe3RhN,,505.0,False,False
Fe3S4,,570.0,False,True
Fe3Se4,455.0,335.0,False,True
Fe3Si,857.15,811.575,False,True
Fe3Si0.2P0.8,,695.0,False,True
Fe3Si0.5P0.5,,697.0,False,True
Fe3Si0.8P0.2,,750.0,False,True
Fe3Si2Ni77B18,,19.5,False,True
Fe3SiNi37B9,,82.78,False,True
Fe3Sn,725.0,743.0,False,True
Fe3Sn2,,653.5,False,True
Fe3W3N,,110.0,False,True
Fe4.35Co68.15Si12.5B15,673.0,599.65,False,True
Fe4.35Co68.15Si15B12.5,,630.0,False,True
Fe4.4Co68.1Si12.5B15,,568.15,False,True
Fe4.5Co0.5B2P1,,563.0,False,True
Fe4.5Co0.5Si1B2,,789.0,False,True
Fe4.5Co65.25Si12.25B15Mo3,,448.0,False,True
Fe4.5Co66.25Si12.25B15Mo2,,480.0,False,True
Fe4.5Co67.25Si12.25B15Mo1,,553.0,False,True
Fe4.5Co68.25Si12.25B15,,588.0,False,True
Fe4.5Co68Si12.5B15,,616.15,False,True
Fe4.5Co70.5Si15B10,,594.0,False,True
Fe4.7Co70.3Si10B15,,708.0,False,True
Fe4.8Ge1Te2,,285.0,False,True
Fe40BP19,,291.0,False,True
Fe40Co53Ni7,,1113.0,False,True
Fe40Ni40(Si+B)19Mo1,,533.15,False,False
Fe40Si2Ni6B7,,674.15,False,True
Fe40Si2NiB7,,689.15,False,True
Fe40Si3B7,,649.0,False,True
Fe41B14P4Pd41,,563.15,False,True
Fe41B8P10Pd41,,603.15,False,True
Fe41P18Pd41,,599.15,False,True
Fe41Si6B8P4Pd41,,667.15,False,True
Fe436.5Co6838.5Si12.25B15,,730.0,False,True
Fe43Cu10Pt47,,593.15,False,True
Fe44.8Cu5.2Pt50,,576.75,False,True
Fe44Si19Ni37,,550.0,False,True
Fe46Ni23(GeO50)2,,810.0,False,False
Fe46Ni46BMo8,,600.0,False,True
Fe46Ni4P25,,342.0,False,True
Fe47.2Cu2.9Pt49.9,,635.05,False,True
Fe47.4Si11Ni26.6B13C2,,682.15,False,True
Fe47.5Cu5Pt47.5,,753.15,False,True
Fe47.7Cu1.3Pt51,,644.45,False,True
Fe47.8Rh52.2,,320.0,False,False
Fe47Cu6Pt47,,643.15,False,True
Fe47Mo53,,20.0,False,True
Fe47Re53,,23.0,False,False
Fe49.7Co21.3B29,,935.0,False,True
Fe49.7Cu1Pt49.3,,681.85,False,True
Fe49Mo51,,21.5,False,True
Fe49Rh51,,675.0,False,False
Fe4B,,648.15,False,True
Fe4Co4Ni4B,,673.15,False,True
Fe4Co5Ni,,1083.0,False,True
Fe4Co66.5Si16B12Mo1.5,,413.0,False,True
Fe4Co66Si15.5Ni0.5B13.5Mo0.5,,491.0,False,True
Fe4Co66Si15NiB14,,478.15,False,True
Fe4Co66Si16.5B11.5Mo2,,523.15,False,True
Fe4Co67Si15(NiB6)2,,545.15,False,False
Fe4Co68.5Si15B12.5,,630.15,False,True
Fe4Co69Si12Ni(B6Mo)2,,638.15,False,False
Fe4Co70Si15Ni2B9,,436.15,False,True
Fe4Co8B3Pt5,,860.0,False,True
Fe4CoB2P,,498.0,False,True
Fe4CoSiB2,,695.5,False,True
Fe4Ge21,,350.0,False,True
Fe4GeTe2,,266.0,False,True
Fe4N,750.0,761.15,False,True
Fe4Ni,,885.15,False,True
Fe4Ni76B20/Ru,,116.0,False,False
Fe4Si,,865.0,False,True
Fe5(BiO4)3,,643.0,False,False
Fe50.3Cu2.7Pt47,,680.25,False,True
Fe50.5Cu4.7Pt44.8,,658.95,False,True
Fe50Al50-30%B,,310.15,False,False
Fe50B2P23,,450.0,False,True
Fe50BP24,,350.0,False,True
Fe50Cu3Pt47,,673.15,False,True
Fe50Ni30P13C7,,588.0,False,True
Fe50Ni50-10,,890.0,False,False
Fe50Ni50-15,,880.0,False,False
Fe50Ni50-5,,890.0,False,False
Fe51.2Ni48.8,,773.15,False,True
Fe51.5Rh48.5,,750.0,False,False
Fe51.7Si33.3Ni15,,450.0,False,True
Fe51Co49,,1236.15,False,True
Fe52.2Cu4.8Pt43,,669.75,False,True
Fe53Mo47,,33.0,False,True
Fe54.6Co23.4Si1B3Mo1P10C7,,783.0,False,True
Fe55Co25(B3P7)2,,748.0,False,False
Fe55Pd,,660.0,False,True
Fe56.7Cu2.6Pt40.7,,670.85,False,True
Fe56.7Si33.3Ni10,,470.0,False,True
Fe56.9–Mn26–Cr10–Si6–Tb0.9–B0.2,,538.15,True,False
Fe57-implanted ZnO,,850.0,False,False
Fe57.8-Sm1-Si4.9-Cr10-Mn26-B0.2,,657.15,True,False
Fe57Ni43,,1000.0,False,False
Fe58.5-Sm0.1-Si5.2-Cr10-Mn26-B0.2,,568.15,True,False
Fe58Co14.5Si12.5B15,,730.0,False,True
Fe59Si10Ni19B12,,691.15,False,True
Fe5B2P,639.0,628.0,False,True
Fe5C2,,520.0,False,True
Fe5Co27.4Si12.26Ni43.08B12.26,,321.15,False,True
Fe5Co5Ni5B2MoP2,,560.0,False,True
Fe5Co65Si16(B6Mo)2,,232.9,False,False
Fe5CoH2C25(N5O)6,,3.0,False,False
Fe5CuO8,,623.0,False,True
Fe5Ge3,,485.0,False,True
Fe5GeTe2,270.0,,False,True
Fe5Ni6SbO16,,710.0,False,True
Fe5Pd8Pt7,,270.0,False,True
Fe5Sb4,,80.0,False,True
Fe5Si0.75Ge0.25B2,,793.0,False,True
Fe5Si0.85Ge0.15B2,926.0,790.0,False,True
Fe5Si0.8Ge0.2B2,920.0,790.0,False,True
Fe5Si0.95Ge0.05B2,,790.0,False,True
Fe5Si0.9Ge0.1B2,911.0,790.0,False,True
Fe5Si1-xGexB2,903.0,790.0,False,False
Fe5Si2Ni3,,610.0,False,True
Fe5Si3,,373.0,False,True
Fe5SiB2,784.5,784.0,False,True
Fe5SiC,,780.0,False,True
Fe5Sn3,,596.25,False,True
Fe60Ni20P13C7,,613.0,False,True
Fe61Ni39,,573.15,False,True
Fe61Pt39,,570.0,False,True
Fe61Rh39,,850.0,False,False
Fe61Sb50,,4.2,False,True
Fe62.4Co15.6Si1B3Mo1P10C7,,683.0,False,True
Fe62.4Si10Ni15.6B12,,729.0,False,True
Fe62.4Si8Ni15.6B14,,733.0,False,True
Fe6230Ni2670B11,381.0,,False,True
Fe625Co52Rh625,,480.0,False,False
Fe625Cu52Rh625,,486.0,False,False
Fe625Mo52Rh625,,771.0,False,False
Fe625Ni52Rh625,,426.0,False,False
Fe625Rh625W52,,1051.0,False,False
Fe65Si0.55Ni34.45,,450.0,False,True
Fe65Si1.28Ni33.72,,430.0,False,True
Fe65Si2.5Ni32.5,,380.0,False,True
Fe66.3Co11.7Si1B3Mo1P10C7,,665.0,False,True
Fe66.4Co16.6Si1B16,650.0,,False,True
Fe66CuB15Mo8,315.0,,False,True
Fe66Pb100(W11O100)3,,132.0,False,False
Fe67B33,,370.0,False,True
Fe67Co33,,1258.15,False,True
Fe68.1Ni31.9,,433.0,False,True
Fe68Si2.5Cu0.6Ni12B4.9P12,,642.0,False,True
Fe69.5Cu2Pd28.5,,554.0,False,True
Fe69.5Ni30.5,,408.15,False,True
Fe69Mn26Cr5)68Zr4Nb4B24,,160.0,False,False
Fe6Co6B3Pt5,,760.0,False,True
Fe6H2C25(N5O)6,,3.0,False,False
Fe6Ni24Au0.7,,200.0,False,True
Fe6Ni83.1Mo10.9,,182.0,False,True
Fe6Si2B,1260.0,,False,True
Fe7.14Co23.67Si12.26Ni43.08B13.85,,360.65,False,True
Fe70Co4B4.4Mo4P13.2C4.4,,233.0,False,True
Fe70Ni10P13C7,,606.0,False,True
Fe71.5Co4Si3.3B5.5P8.7C7,,647.0,False,True
Fe71.5Si3.3Ni4B5.5P8.7C7,,632.0,False,True
Fe711Co79Cu(B3Mo2)4,,410.0,False,False
Fe71Si2.5Cu0.6Ni9B4.9P12,,636.0,False,True
Fe71Si3B13,,736.15,False,True
Fe71Si3B7Mo5(PC)7,,553.0,False,False
Fe72.5Co3Si3.3B5.5P8.7C7,,647.0,False,True
Fe72.5Si3.3Ni3B5.5P8.7C7,,634.0,False,True
Fe7200Co800P13C7,,652.0,False,True
Fe72Al22Ti7 (annealed),,933.0,False,False
Fe72Co6Si4B9MoP8,,839.0,False,True
Fe72Si3B7Mo4(PC)7,,573.0,False,False
Fe73.2Co10Cu0.8B10C6,,749.15,False,True
Fe73.2Pd26.8,,553.0,False,True
Fe73.5Co2Si3.3B5.5P8.7C7,,647.0,False,True
Fe73.5Cu1Si13.5B9Mo3,,605.075,False,True
Fe73.5Si13.5Cu1B9Mo3,,587.0,False,True
Fe73.5Si3.3Ni2B5.5P8.7C7,,632.0,False,True
Fe7380Co820B3P8C7,,614.0,False,True
Fe7380Co820P11C7,,656.0,False,True
Fe7380Co820Si2B3P6C7,684.15,684.0,False,True
Fe73Si12(B2Pt)5,,723.15,False,False
Fe73Si3B7Mo3(PC)7,,583.0,False,False
Fe74.5Co1Si3.3B5.5P8.7C7,,637.0,False,True
Fe74.5Si3.3Ni1B5.5P8.7C7,,630.0,False,True
Fe74.7Co8.3Si1B16,691.0,,False,True
Fe74CuB17Mo8,343.0,340.0,False,True
Fe74Si2.5Cu0.6Ni6B4.9P12,,623.0,False,True
Fe74Si3B13,,728.15,False,True
Fe74Si3B7Mo2(PC)7,,591.0,False,False
Fe75-Si10-B15,,643.15,False,False
Fe75.2Co8Cu0.8B10C6,,742.15,False,True
Fe75.5Si3.3B5.5P8.7C7,,643.0,False,True
Fe75Cu(B2Mo)8,,310.0,False,False
Fe75Si12B9C4,,686.15,False,True
Fe75Si3B7Mo(PC)7,,632.0,False,False
Fe75Si8Ni2B13C2,,683.15,False,True
Fe76.2Si6Ni3.8B14,,664.5,False,True
Fe7600Co400P13C7,,625.0,False,False
Fe76Co76CuB15Mo8,,600.0,False,True
Fe76CuB13Mo10,,298.5,False,True
Fe76CuB15Mo8,,311.5,False,True
Fe76CuSi7Ni4(B2P)4,,624.65,False,False
Fe76Si3B7(PC)7,,665.0,False,False
Fe76Si5.7B9.5P5C3.8,,665.0,False,True
Fe76Si9(B2P)5,,680.0,False,False
Fe76SiB5P11C8,,593.0,False,True
Fe77.22Si9B13Mo0.78,,665.0,False,True
Fe77.2Co6Cu0.8B10C6,,726.15,False,True
Fe77.5Si7.5B15,,573.0,False,True
Fe77CuSi7Ni3(B2P)4,,624.65,False,False
Fe77Ni23,,876.0,False,True
Fe77Si2.5Cu0.6Ni3B4.9P12,,620.0,False,True
Fe77Si3B13,,703.15,False,True
Fe78.5Si6Ni1B14Mo0.5,,635.0,False,True
Fe78Al22 (annealed),,929.0,False,False
Fe78Co5Si2B11P3C,,662.15,False,True
Fe78Co6Si2B13P,,684.0,False,True
Fe78CuSi7Ni2(B2P)4,,624.65,False,False
Fe78Si13B9,,664.0,False,True
Fe78Si2Ni6B13P,,627.0,False,True
Fe78Si9B13,,1050.0,False,True
Fe78Si9NiB12,,710.0,False,True
Fe78SiB3MoP10C7,,585.0,False,True
Fe78SiB5Mo(P2C)5,,589.0,False,False
Fe78SiB7MoP10C3,,593.0,False,True
Fe78Sn5B17,,671.525,False,True
Fe79(Si4B3)3,946.0,,False,False
Fe79.2Co4Cu0.8B10C6,,648.15,False,False
Fe79Co79Cu(B3Mo2)4,,808.0,False,False
Fe79Cu(B3Mo2)4,,512.65,False,False
Fe79Cu(B4Mo)4,,714.15,False,False
Fe79Cu(B7Mo3)2,,726.15,False,False
Fe79Cu(B9Mo)2,,725.15,False,False
Fe79Cu(BMo)10,,756.15,False,False
Fe79CuSi7Ni(B2P)4,,624.65,False,False
Fe79Si11B10,,655.5,False,False
Fe79Si9Cu1B4.5P1.5,,705.0,False,False
Fe7Ag3,,843.15,False,True
Fe7C3,,523.0,False,True
Fe7Co3,,1248.15,False,True
Fe7Co3Pt10,,820.0,False,True
Fe7Co69(Si7B5)2,,660.15,False,False
Fe7Cu13,,360.0,False,True
Fe7Ni3,,368.5,False,True
Fe7Ni3P5,,270.0,False,True
Fe7Pd3,,743.075,False,True
Fe7Pt3,,410.0,False,True
Fe7S8,,593.0,False,True
Fe7Se8,314.0,292.575,False,True
Fe7Si20Pd73,,28.0,False,True
Fe7Si2C,,605.0,False,True
Fe80BP16C3,,577.5,False,True
Fe80Co4Si2B13P,,660.0,False,True
Fe80Co5P13C7,625.15,,False,True
Fe80CuB12Mo7,,265.0,False,True
Fe80CuSi7(B2P)4,,624.65,False,False
Fe80Ge2P11C7,,602.0,False,True
Fe80Ge4P9C7,,614.0,False,True
Fe80P11C9,,573.15,False,True
Fe80P12.5C7.5,,586.0,False,True
Fe80P13C7,579.0,585.0,False,True
Fe80Si2.5Cu0.6B4.9P12,,573.0,False,True
Fe80Si2.5Ge7.5B10,,600.0,False,True
Fe80Si2Ni4B13P,,621.0,False,True
Fe80Si3B13,,661.15,False,True
Fe80Si7.5Ge2.5B10,,600.0,False,True
Fe80Si9B11,686.0,663.0,False,True
Fe80Ta8C12/Ta,,65.0,False,False
Fe81Ni19,,832.0,False,True
Fe81Si4(B2P)5,,636.0,False,False
Fe81Si4(B6C)2,,693.15,False,False
"Fe82-xCoxMn4Zr8Nb2B4 (x = 2, 4, 6, 8)",161.0,,False,False
Fe82Co2Si2B13P,,634.0,False,True
Fe82CuSi(B7C)2,,615.0,False,False
Fe82CuSiB15C,,620.0,False,True
Fe82Si2Ni2B13P,,611.0,False,True
Fe82Si3B13,,626.15,False,True
Fe83.2Cu0.8B10C6,,600.15,False,True
Fe83.3Si4.2B12.5,,1024.5,False,True
Fe83.3Si4Cu0.7B8P4,,625.0,False,True
Fe83CuSiB14C,,600.0,False,True
Fe83Si2B11P3C,597.0,597.15,False,True
Fe84.3Si4Cu0.7B8P3,,1043.15,False,True
Fe84.75Si2Cu0.75B9P3C0.5,,566.15,False,True
Fe84CuSiB13C,,575.0,False,True
Fe84Si2B13P,,599.0,False,True
Fe84Si3B13,,583.15,False,True
Fe88Zr12 (Hydrogenated 16 at%),,341.0,False,False
Fe88Zr12 (Hydrogenated 31 at%),,370.0,False,False
Fe8Cu17,,298.0,False,True
Fe8Cu6GeO20,,700.0,False,True
Fe8GeB,,600.0,False,True
Fe8N,1130.0,811.5,False,True
Fe8Si2C,,719.0,False,True
