composition,Tc_exp
Sr0.3Nd0.7Mn1O2.9,89.0
Sr0.3Nd0.7Mn1O2.96,171.0
Sr0.3Nd0.7Mn1O2.98,203.0
Sr0.3Nd0.7Mn1O2.99,215.0
Sr0.3Nd0.7Mn1O3,216.5
Sr0.3Pr0.1Nd0.6Mn1O3,171.0
Sr0.3Pr0.5Gd0.2Mn1O3,137.0
Sr0.3Pr0.5Mn1Ag0.2O3,305.0
Sr0.3Pr0.5Nd0.2Mn1O3,242.0
Sr0.3Pr0.5Sm0.2Mn1O3,179.0
Sr0.3Pr0.62Ho0.08Mn1O3,169.0
Sr0.3Pr0.63Mn1Bi0.07O3,250.0
Sr0.3Pr0.63Sm0.07Mn1O3,215.0
Sr0.3Pr0.66Ho0.04Mn1O3,201.0
Sr0.3Pr0.6Ho0.1Mn1O3,146.0
Sr0.3Pr0.7Co1O3,220.0
Sr0.3Pr0.7Mn0.9Cr0.1O3,182.0
Sr0.3Pr0.7Mn1O3,261.0
Sr0.3Sm0.55Mn1Ag0.15O3,99.0
Sr0.3Sm0.7Mn0.95Fe0.05O3,90.0
Sr0.3Sm0.7Mn1O3,111.5
Sr0.41Ca0.09Pr0.5Mn1O3,250.0
Sr0.41Nd0.59Mn1O3,295.0
Sr0.42Eu0.58Mn1O3,57.5
Sr0.44Gd0.56Ti1O3,3.0
Sr0.44Sm0.56Mn1O3,127.0
Sr0.45Ca0.05Nd0.5Mn1O3,250.0
Sr0.45Ca0.55Zn0.88Fe11.6O27,623.15
Sr0.45Eu0.55Mn1O3,50.0
Sr0.45La0.55Mn1O3,350.0
Sr0.45Li0.05Pr0.5Mn1O3,260.0
Sr0.45Nd0.15Eu0.4Mn1O3,112.0
Sr0.45Nd0.55Mn1O3,276.0
Sr0.45Pr0.2Sm0.35Mn1O3,182.5
Sr0.45Pr0.3Sm0.25Mn1O3,226.0
Sr0.45Pr0.4Sm0.15Mn1O3,254.0
Sr0.45Pr0.55Mn1O3,304.0
Sr0.45Sm0.165Gd0.385Mn1O3,70.5
Sr0.45Sm0.275Gd0.275Mn1O3,58.8
Sr0.45Sm0.55Mn1O3,126.0
Sr0.45Tb0.25Nd0.3Mn1O3,76.0
Sr0.45Tb0.33Nd0.22Mn1O3,50.0
Sr0.45Tb0.385Nd0.165Mn1O3,43.0
Sr0.46Eu0.54S1,5.0
Sr0.472La0.472Fe11.734Co0.266O19,700.0
Sr0.48Pr0.52Mn1O3,290.0
Sr0.4Ca0.05La0.55Mn1O3,342.0
Sr0.4Ca0.1Nd0.5Mn1O3,247.5
Sr0.4Ca0.1Pr0.5Mn1O3,261.0
Sr0.4Ca0.33La0.23Eu0.4Mn1O3,160.0
Sr0.4Ca0.6Co1O3,218.0
Sr0.4Ca0.6Ru1O3,147.0
Sr0.4Ca1.6Fe1Mo1O6,382.0
Sr0.4Eu0.6Mg2H6,15.0
Sr0.4Eu0.6Mn1O3,44.0
Sr0.4La0.3Mn1Bi0.3O3,187.0
Sr0.4La0.55Gd0.05Mn1O3,352.0
Sr0.4La0.57Pr0.03Mn1O3,368.0
Sr0.4La0.5875Gd0.0125Mn1O3,360.0
Sr0.4La0.5Gd0.1Mn1O3,336.0
Sr0.4La0.5Sm0.1Mn0.95In0.05O3,294.0
Sr0.4La0.5Sm0.1Mn0.9In0.1O3,251.0
Sr0.4La0.5Sm0.1Mn1O3,310.0
Sr0.4La0.6Co0.6Ru0.4O3,154.0
Sr0.4La0.6Co1O3,237.0
Sr0.4La0.6Mn0.5Cr0.25Fe0.25O3,110.0
Sr0.4La0.6Mn0.6Cr0.2Fe0.2O3,165.0
Sr0.4La0.6Mn0.7Cr0.15Fe0.15O3,185.0
Sr0.4La0.6Mn0.8Cr0.1Fe0.1O3,231.17000000000002
Sr0.4La0.6Mn0.9Al0.1O3,321.0
Sr0.4La0.6Mn1O3,361.0
Sr0.4Li0.1Pr0.5Mn1O3,280.0
Sr0.4Nd0.6Co1O3,191.0
Sr0.4Nd0.6Mn0.3Co0.7O3,165.0
Sr0.4Nd0.6Mn0.7Co0.3O3,130.0
Sr0.4Nd0.6Mn0.8Co0.2O3,133.0
Sr0.4Nd0.6Mn0.8Ni0.2O3,123.0
Sr0.4Nd0.6Mn0.8Zn0.2O3,47.0
Sr0.4Nd0.6Mn0.9Co0.1O3,136.0
Sr0.4Nd0.6Mn0.9Ni0.1O3,129.0
Sr0.4Nd0.6Mn0.9Zn0.1O3,230.5
Sr0.4Nd0.6Mn1O3,255.0
Sr0.4Pr0.35Mn1Bi0.25O3,241.0
Sr0.4Pr0.45Mn1Bi0.15O3,283.0
Sr0.4Pr0.4Eu0.2Mn1O3,238.0
Sr0.4Pr0.4Mn1Bi0.2O3,264.0
Sr0.4Pr0.55Mn1Bi0.05O3,301.0
Sr0.4Pr0.5Dy0.1Mn1O3,248.0
Sr0.4Pr0.5Er0.1Mn1O3,188.5
Sr0.4Pr0.5Eu0.1Mn1O3,270.0
Sr0.4Pr0.5Gd0.1Mn1O3,258.0
Sr0.4Pr0.5Mn1Ag0.1O3,283.0
Sr0.4Pr0.5Mn1Bi0.1O3,292.5
Sr0.4Pr0.6Co1O3,216.5
Sr0.4Pr0.6Mn0.8Bi0.2O3,225.0
Sr0.4Pr0.6Mn0.9Bi0.1O3,252.0
Sr0.4Pr0.6Mn0.9Fe0.1O3,118.0
Sr0.4Pr0.6Mn1O3,308.0
Sr0.4Sm0.6Mn1O3,116.0
Sr0.4Sm1.6Mn1Ni1O6,156.0
Sr0.4Y0.6Co1O3,65.0
Sr0.511La0.511Fe11.839Co0.161O19,712.0
Sr0.51Nd0.49Mn1O3.035,244.0
Sr0.55La0.45Mn0.85Co0.15O3,261.0
Sr0.55La0.45Mn0.95Co0.05O3,317.0
Sr0.55La0.45Mn0.9Co0.1O3,277.0
Sr0.55La0.45Mn1O3,277.0
Sr0.5Ca0.5Ru1O3,54.0
Sr0.5Ca1.5Cr1Sb1O6,11.0
Sr0.5Ca1.5Fe1Mo1O6,385.0
Sr0.5Eu0.5Co1O3,155.0
Sr0.5Eu0.5Mn1O3,43.0
Sr0.5Gd0.5Co1O2.95,140.0
Sr0.5Gd0.5Co1O3,130.0
Sr0.5Gd1.5Mn1Ni1O6,127.13
Sr0.5La0.15Pr0.35Mn1O3,275.6
Sr0.5La0.19Sm0.31Mn1O3,236.0
Sr0.5La0.1Pr0.4Mn1O3,275.8
Sr0.5La0.2Pr0.3Mn1O3,280.0
Sr0.5La0.3Gd0.2Mn0.5Cr0.5O3,93.0
Sr0.5La0.3Nd0.2Mn0.5Cr0.5O3,177.0
Sr0.5La0.3Sm0.2Mn0.5Cr0.5O3,162.0
Sr0.5La0.5Co0.5Ru0.5O3,154.0
Sr0.5La0.5Co0.95Ru0.05O3,200.0
Sr0.5La0.5Co0.975Ru0.025O3,234.0
Sr0.5La0.5Co0.9Mo0.1O3,175.0
Sr0.5La0.5Co0.9Ru0.1O3,155.0
Sr0.5La0.5Co1O3,243.0
Sr0.5La0.5Fe0.1Co0.9O3,240.0
Sr0.5La0.5Fe0.2Co0.8O3,230.0
Sr0.5La0.5Fe0.3Co0.7O3,190.0
Sr0.5La0.5Fe0.4Co0.6O3,166.0
Sr0.5La0.5Fe11.5Cu0.5O19,702.75
Sr0.5La0.5Mn0.05Co0.95O3,241.0
Sr0.5La0.5Mn0.1Co0.9O3,235.0
Sr0.5La0.5Mn0.5Co0.5O3,250.0
Sr0.5La0.5Mn0.85Cr0.15O3,276.0
Sr0.5La0.5Mn0.8Cr0.2O3,251.0
Sr0.5La0.5Mn0.95Cr0.05O3,319.0
Sr0.5La0.5Mn0.9Cr0.1O3,297.0
Sr0.5La0.5Mn1O2.88,314.0
Sr0.5La0.5Mn1O3,325.0
Sr0.5La0.5Ti0.15Mn0.85O3,170.0
Sr0.5La0.5Ti0.175Mn0.825O3,150.0
Sr0.5La0.5Ti0.1Mn0.9O3,348.0
Sr0.5La0.5Ti0.3Mn0.7O3,265.0
Sr0.5La0.5Ti0.5Mn0.5O3,80.0
Sr0.5La0.5Ti0.93Co0.07O3,823.15
Sr0.5La0.5V0.01Co0.99O3,225.0
Sr0.5La0.5V0.02Co0.98O3,227.0
Sr0.5La0.5V0.1Co0.9O3,229.0
Sr0.5La1.5Co1Ir1O6,68.0
Sr0.5La1.5Mn1Co1O6,226.0
Sr0.5Nd0.5Co1O3,222.0
Sr0.5Nd0.5Mn0.1Co0.9O3,215.0
Sr0.5Nd0.5Mn0.3Co0.7O3,125.0
Sr0.5Nd0.5Mn0.85Cr0.15O3,200.0
Sr0.5Nd0.5Mn0.8Cr0.2O3,200.0
Sr0.5Nd0.5Mn0.93Cu0.07O3,185.0
Sr0.5Nd0.5Mn0.95Cr0.05O3,235.0
Sr0.5Nd0.5Mn0.96Cu0.04O3,194.0
Sr0.5Nd0.5Mn0.97Ga0.03O3,210.0
Sr0.5Nd0.5Mn0.97Ge0.03O3,237.0
Sr0.5Nd0.5Mn0.98Cu0.02O3,221.5
Sr0.5Nd0.5Mn0.98Fe0.02O3,215.0
Sr0.5Nd0.5Mn0.995Cr0.005O3,246.0
Sr0.5Nd0.5Mn0.999Cr0.001O3,256.0
Sr0.5Nd0.5Mn0.99Cr0.01O3,254.5
Sr0.5Nd0.5Mn0.99Ga0.01O3,248.0
Sr0.5Nd0.5Mn0.99Ge0.01O3,249.0
Sr0.5Nd0.5Mn0.9Cr0.1O3,230.0
Sr0.5Nd0.5Mn0.9Cu0.1O3,260.0
Sr0.5Nd0.5Mn1O3,250.0
Sr0.5Pr0.15Sm0.35Mn1O3,190.5
Sr0.5Pr0.1Nd0.4Mn1O3,270.0
Sr0.5Pr0.25Nd0.25Mn1O3,265.0
Sr0.5Pr0.2Nd0.3Mn1O3,280.0
Sr0.5Pr0.3Nd0.2Mn1O3,285.0
Sr0.5Pr0.45Gd0.05Mn1O3,270.0
Sr0.5Pr0.4Gd0.1Mn1O3,250.0
Sr0.5Pr0.4Nd0.1Mn1O3,305.0
Sr0.5Pr0.5Co1O3,233.0
Sr0.5Pr0.5Mn0.7Cr0.3O3,156.0
Sr0.5Pr0.5Mn0.94Fe0.06O3,185.0
Sr0.5Pr0.5Mn0.95Cr0.05O3,240.0
Sr0.5Pr0.5Mn0.97Cr0.03O3,275.0
Sr0.5Pr0.5Mn0.97Ru0.03O3,290.0
Sr0.5Pr0.5Mn0.98Fe0.02O3,250.0
Sr0.5Pr0.5Mn1O3,265.0
Sr0.5Sm0.5Co1O3,185.0
Sr0.5Sm0.5Mn1O3,85.0
Sr0.5Sm1.5Mn1Co1O6,123.5
Sr0.5Ta1Nb1Co0.5Bi2O9,523.15
Sr0.5Ta1Nb1Cu0.5Bi2O9,523.15
Sr0.5Ta1Nb1Ni0.5Bi2O9,453.15
Sr0.5Y0.5Co1O3,175.0
Sr0.62Ca0.76Zn1.21Fe16.01O26.62,623.15
Sr0.67Gd0.33Co1O2.824,139.0
Sr0.67La0.33Mn0.98Fe0.02O3,183.24
Sr0.67La0.33Mn1O3,190.9
Sr0.67Y0.33Co1O2.614,304.0
Sr0.6Ca0.4Co1O3,247.0
Sr0.6Ca0.4Ru1O3,158.0
Sr0.6Ca1.4Fe1Mo1O6,378.0
Sr0.6Ca1La1.4Mn2O7,320.0
Sr0.6La0.4Co0.4Ru0.6O3,154.0
Sr0.6La0.4Fe11.6Cu0.4O19,706.55
Sr0.6La2Sm0.4Mn2O7,355.0
Sr0.6Nd0.4Mn1O3,164.5
Sr0.6Pr0.4Co1O3,212.0
Sr0.6Y0.4Co1O3,205.0
Sr0.71Ca0.71Zn1.16Fe15.99O26.57,623.15
Sr0.75Gd0.25Fe12O19,736.0
Sr0.75La0.25Mn0.5Co0.5O3,260.0
Sr0.75La0.25Ru1O3,79.0
Sr0.75La1.25Mn1Co1O6,217.0
Sr0.75Y0.25Ga0.25Co0.75O2.625,225.0
Sr0.7Ca0.3Co1O3,270.0
Sr0.7Ca1.3Fe1Mo1O6,378.0
Sr0.7La0.3Co1O3,245.0
Sr0.7La0.3Fe11.7Co0.3O19,696.15
Sr0.7La0.3Fe11.7Cu0.3O19,711.85
Sr0.7Nd0.3Mn1O3,108.5
Sr0.7Y0.3Co1O2.62,320.0
Sr0.7Y0.3Co1O3,220.0
Sr0.82La0.03Pr0.15Fe12O19,729.0
Sr0.82La0.06Pr0.12Fe12O19,728.0
Sr0.82La0.09Pr0.09Fe12O19,729.0
Sr0.82La0.12Pr0.06Fe12O19,731.0
Sr0.82La0.15Pr0.03Fe12O19,731.0
Sr0.82La0.18Fe12O19,731.0
Sr0.82Pr0.18Fe12O19,732.0
Sr0.85Gd0.15Fe12O19,736.0
Sr0.85La0.15Fe12O19,943.15
Sr0.85La0.15Zr0.25Mn0.25Fe11.5O19,851.15
Sr0.85La0.15Zr0.5Mn0.5Fe11O19,843.15
Sr0.85La0.15Zr0.75Mn0.75Fe10.5O19,798.15
Sr0.85La0.15Zr1Mn1Fe10O19,788.15
Sr0.8Ca0.2Co1O3,286.0
Sr0.8Ca0.2Ru1O3,163.0
Sr0.8Ca1.2Fe1Mo1O6,378.0
Sr0.8Dy0.2Co1O2.63,350.0
Sr0.8Dy0.2Co1O2.71,342.0
Sr0.8Er0.2Co1O2.74,348.0
Sr0.8Gd0.2Co1O2.63,356.0
Sr0.8Gd0.2Fe12O19,736.0
Sr0.8Ho0.2Co1O2.75,333.0
Sr0.8La0.2Al0.2Fe11.6Co0.2O19,707.0
Sr0.8La0.2Co1O2.65,225.0
Sr0.8La0.2Co1O2.75,225.0
Sr0.8La0.2Co1O2.85,250.0
Sr0.8La0.2Co1O3,290.0
Sr0.8La0.2Fe0.5Co0.5O2.99,290.0
Sr0.8La0.2Fe11.8Co0.2O19,704.0
Sr0.8La0.2Fe11.8Cu0.2O19,716.85
Sr0.8La1.2Co1O4,211.0
Sr0.8Nd0.2Mn1O3,180.0
Sr0.8Sm0.2Co1O2.63,350.0
Sr0.8Tm0.2Co1O2.73,340.0
Sr0.8Y0.2Co1O3,260.0
Sr0.95Gd0.05Fe12O19,736.0
Sr0.95Sm0.05Fe12O19,467.0
Sr0.9Ca0.1Co1O3,283.0
Sr0.9Ca1.1Fe1Mo1O6,384.0
Sr0.9Ce0.1Al2Fe10O19,620.0
Sr0.9Gd0.1Al2Fe10O19,617.0
Sr0.9Gd0.1Fe12O19,736.0
Sr0.9Ho0.1Co1O2.85,171.0
Sr0.9La0.1Al2Fe10O19,617.0
Sr0.9La0.1Fe11.9Cu0.1O19,725.05
Sr0.9La0.1Ru1O3,133.0
Sr0.9Mn0.1Co1O2.74,125.0
Sr0.9Nd0.1Al2Fe10O19,615.0
Sr0.9Pr0.1Al2Fe10O19,622.0
Sr0.9Sm0.1Al2Fe10O19,617.0
Sr0.9Sm0.1Fe11.9Co0.1O19,725.0
Sr0.9Th0.1Co1O2.79,187.5
Sr0.9Y0.1Al2Fe10O19,622.0
Sr0.9Y0.1Co1O3,275.0
Sr1.1Ca0.9Fe1Mo1O6,394.0
Sr1.1La0.9Co1O4,147.5
Sr1.25Ca0.75Cr1Sb1O6,3.5
Sr1.2Ca0.8Fe1Mo1O6,400.0
Sr1.2La0.8Co1O4,150.0
Sr1.2La0.8Fe1Ir1O6,700.0
Sr1.3Ca0.7Fe1Mo1O6,400.0
Sr1.3La0.7Co1O4,147.5
Sr1.3Nd0.7Co1O4,125.0
Sr1.4Ca0.4La1.2Mn2O7,102.0
Sr1.4Ca0.6Fe1Mo1O6,406.0
Sr1.4La0.6Co1O4,150.0
Sr1.4Sm1.6Mn2O7,135.0
Sr1.5Ca0.5Fe1Mo1O6,406.0
Sr1.5La0.5Mn1.25Sb0.75O6,304.2
Sr1.5La0.5Mn1.5Sb0.5O6,365.0
Sr1.5Nd0.5Cr1Re1O6,505.0
Sr1.5Nd0.5Mn1O4,245.0
Sr1.5Pr0.5Co1O4,200.0
Sr1.626La1.374Mn2O7,76.0
Sr1.62Ca0.18La1.2Mn2O7,98.0
Sr1.636La1.364Mn2O7,116.0
Sr1.63La1.37Mn2O7,107.0
Sr1.64La1.36Mn2O7,120.0
Sr1.65Ca0.15La1.2Mn2O7,128.0
Sr1.66La1.34Mn2O7,118.0
Sr1.68La1.32Mn2O7,131.0
Sr1.6Ca0.4Fe1Mo1O6,412.0
Sr1.6La1.1Mn2Bi0.3O7,340.0
Sr1.6La1.4Mn1.95Cr0.05O7,117.0
Sr1.6La1.4Mn2O7,126.5
Sr1.6Nd0.4Fe1Mo1O6,443.0
Sr1.6Nd1.4Mn1Cr1O7,146.0
Sr1.6Nd1.4Mn2O7,270.0
Sr1.75La1.25Mn2O7,128.0
Sr1.75Sm0.25Fe1Mo1O6,424.0
Sr1.7Ca0.3Fe1Mo1O6,409.0
Sr1.7La0.3Fe1Mo1O6,390.0
Sr1.7La1.25Dy0.05Mn2O7,200.0
Sr1.7La1.2Dy0.1Mn2O7,170.0
Sr1.7La1.3Mn1.95Al0.05O7,90.0
Sr1.7La1.3Mn1.9Al0.1O7,64.0
Sr1.7La1.3Mn2O7,125.0
Sr1.7Nd0.3Cr1Re1O6,625.0
Sr1.85Sm0.15Fe1Mo1O6,392.0
Sr1.8Ca0.2Fe1Mo1O6,412.0
Sr1.8La1.2Mn1.6Ru0.4O7,160.0
Sr1.8La1.2Mn2O7,125.5
Sr1.8Nd0.2Cr1Re1O6,635.0
Sr1.8Nd1.2Mn1Cr1O7,122.0
Sr1.8Nd1.2Mn2O7,230.0
Sr1.8Sm0.2Fe1Mo1O6,422.0
Sr1.8Sm1.2Mn2O7,75.0
Sr1.8Y0.2Cr1Re1O6,640.0
Sr1.92Sm0.08Fe1Mo1O6,413.0
Sr1.95Nd0.05Fe1Mo1O6,380.0
Sr1.95Sm0.05Fe1Mo1O6,415.0
Sr1.97Nd0.03Fe1Mo1O6,367.0
Sr1.99Nd0.01Fe1Mo1O6,378.0
Sr1.9Ca0.1Fe1Mo1O6,395.0
Sr1.9Nd0.1Cr1Re1O6,625.0
Sr1.9Sm0.1Fe1Mo1O6,405.0
Sr125La75Mn150O499,130.0
Sr14MnBi11,33.0
Sr14MnSb11,45.0
Sr1Al0.5Fe11.5O19,704.15
Sr1Al1Fe11Co0.5O19,1020.15
Sr1Al1Fe11Co1.5O19,991.15
Sr1Al2Fe10Co0.5O19,922.15
Sr1Al2Fe10Co1.5O19,877.65
Sr1Al3Fe9Co0.5O19,906.45
Sr1Al3Fe9Co1.5O19,813.15
Sr1Al4Fe8Co0.5O19,813.75
Sr1Al4Fe8Co1.5O19,789.85
Sr1Co1O2.72,150.0
Sr1Co1O2.75,230.0
Sr1Co1O2.835,163.0
Sr1Co1O2.9,175.0
Sr1Cr0.5Fe11.5O19,788.15
Sr1Cu0.1Ru0.9O3,100.0
Sr1Cu0.2Ru0.8O3,65.0
Sr1Fe0.05Ru0.95O2.99,125.0
Sr1Fe0.1Ru0.9O2.98,100.0
Sr1Fe0.5Co0.5O2.67,115.0
Sr1Fe0.5Co0.5O2.86,100.0
Sr1Fe0.5Co0.5O2.88,330.0
Sr1Fe0.5Co0.5O3,330.0
Sr1Fe0.65Co0.35O3,370.0
Sr1Fe0.8Co0.2O2.94,100.0
Sr1Fe11.2Co0.8O19,737.0
Sr1Fe11.5Cu0.5O19,728.15
Sr1Fe11.6Co0.4O19,737.0
Sr1Fe11.6Cu0.4O19,728.35
Sr1Fe11.7Cu0.3O19,728.15
Sr1Fe11.8Co0.2O19,737.0
Sr1Fe11.8Cu0.2O19,729.25
Sr1Fe11.9Co0.1O19,737.0
Sr1Fe11.9Cu0.1O19,730.85
Sr1In0.1Fe11.9O19,697.5
Sr1In0.2Fe11.8O19,710.0
Sr1In0.3Fe11.7O19,695.0
Sr1In0.4Fe11.6O19,680.0
Sr1In0.5Fe11.5O19,665.0
Sr1In0.8Ga5Fe6.2O19,429.15
Sr1La1Cr0.6Fe0.4O4,107.0
Sr1La1Fe0.1Co0.9O4,225.0
Sr1La1Fe0.2Co0.8O4,225.0
Sr1La1Mn1.5Fe0.5O5,330.0
Sr1La1Mn1.6Fe0.4O5,332.0
Sr1La1Mn1.7Fe0.3O5,335.0
Sr1La1Mn1.8Fe0.2O5,345.0
Sr1La1Mn1.9Fe0.1O5,355.0
Sr1Mg0.0125Fe11.8875Co0.1O19,750.0
Sr1Mg0.025Fe11.775Co0.2O19,750.0
Sr1Mg0.0375Fe11.6625Co0.3O19,750.0
Sr1Mn0.025Zn0.95Cu0.025Sb1F1,12.0
Sr1Mn0.05V2Ni1.95O8,96.0
Sr1Mn0.05Zn0.9Cu0.05Sb1F1,27.0
Sr1Mn0.15V2Ni1.85O8,93.3
Sr1Mn0.15Zn0.7Cu0.15Sb1F1,20.0
Sr1Mn0.1Zn0.8Cu0.1Sb1F1,40.0
Sr1Mn0.2Ru0.8O3,63.0
Sr1Mn0.3V2Ni1.7O8,93.8
Sr1Mn0.5Fe11.5O19,699.15
Sr1Mn0.5Ir0.5O3,110.0
Sr1Mn0.6V2Ni1.4O8,99.3
Sr1Sc1.8Fe10.2O19,500.0
Sr1Ti0.1Ru0.9O3,163.28
Sr1Ti0.3Ru0.7O3,163.03
Sr1Ti0.4Ru0.6O3,163.09
Sr1Ti0.5Ru0.5O3,163.03
Sr1Ti0.7Ru0.3O3,163.11
Sr2.75Ce0.25Co2O6.7,175.0
Sr2Al0.05Fe0.95Mo1O6,363.0
Sr2Al0.1Fe0.9Mo1O6,341.0
Sr2Al0.2Fe0.8Mo1O6,314.0
Sr2Al0.3Fe0.7Mo1O6,286.0
Sr2Ca0.31Cu1Re0.69O5.8,440.0
Sr2Ca0.31Cu1Re0.69O5.9,440.0
Sr2Ca0.31Cu1Re0.69O6,440.0
Sr2Ce0.5Y1.5Cu2Ru1O10,110.0
Sr2Ce0.6Gd1.4Cu2Ru1O10,110.0
Sr2CoO4,250.0
Sr2Cr0.1Fe0.9Mo1O6,415.0
Sr2CrMoO6,450.0
Sr2CrOsO6,692.5
Sr2CrReO6,635.0
Sr2CrWO6,464.0
Sr2DyCu2RuO8,170.0
Sr2Er1Cu2Ru0.9O7.8,170.0
Sr2ErCu2RuO8,156.5
Sr2EuCu2RuO8,134.6
Sr2Fe0.85Ni0.15Mo1O6,424.0
Sr2Fe0.8Mo1.2O6,373.0
Sr2Fe0.95Mo1O6,430.0
Sr2Fe0.95Ni0.05Mo1O6,410.0
Sr2Fe0.98Mo1O6,430.0
Sr2Fe0.9Mo1.1O6,383.0
Sr2Fe0.9Mo1O6,430.0
Sr2Fe0.9Ni0.1Mo1O6,417.0
Sr2Fe1.1Mo0.9O6,398.0
Sr2Fe1.2Mo0.8O6,418.0
Sr2Fe1Mo0.15W0.85O6,200.0
Sr2Fe1Mo0.7W0.3O6,358.0
Sr2Fe1Mo0.8W0.2O6,432.0
Sr2Fe1Mo0.9W0.1O6,363.0
Sr2Fe1Mo1N0.3O5.7,400.0
Sr2Fe1Mo1O5.94,432.5
Sr2Fe1Mo1O5.97,422.0
Sr2Fe1Mo1S0.5O5.5,300.0
Sr2Fe27.89Co2.11O46,760.0
Sr2Fe28.42Co1.58O46,760.0
Sr2Fe28.68Co1.32O46,760.0
Sr2FeCoO5,5.0
Sr2FeMoNO5,175.0
Sr2FeMoO6,415.0
Sr2FeReO6,400.0
Sr2FeWO6,39.0
Sr2Ga0.6Fe0.4Mo1O6,290.0
Sr2Gd2RuO10,127.0
Sr2GdCu2RuO8,135.0
Sr2HoCu2RuO8,153.0
Sr2IrO4,237.525
Sr2La0.97Y0.03Mn2O7,320.0
Sr2La0.99Y0.01Mn2O7,320.0
Sr2La0.9Y0.1Mn2O7,320.0
Sr2La1Mn1.5Fe0.5O7,35.0
Sr2La1Mn1.8Cr0.2O7,178.0
Sr2La1Mn1.97Cr0.03O7,320.0
Sr2La1Mn1.99Cr0.01O7,320.0
Sr2La1Mn1.9Cr0.1O7,320.0
Sr2LaCr2SbO9,150.0
Sr2LaMn2O7,227.5
Sr2LaMnFeO7,20.0
Sr2Mn2Cu(AsO)2,95.0
Sr2MnFe12NiO22,908.0
Sr2MnReO6,120.0
Sr2MnWO6,40.0
Sr2NbFeO6,727.0
Sr2NdMnCrO7,138.0
Sr2SmCu2RuO8,146.0
Sr2Ti0.1Ir0.9O4,250.0
Sr2Ti0.25Mn1Fe11.5Co0.25Ni1O22,852.0
Sr2Ti0.2Ir0.8O4,250.0
Sr2Ti0.3Ir0.7O4,250.0
Sr2Ti0.4Ir0.6O4,250.0
Sr2Ti0.5Ir0.5O4,250.0
Sr2Ti0.5Mn1Fe11Co0.5Ni1O22,893.0
Sr2Ti0.6Ir0.4O4,250.0
Sr2Ti0.75Mn1Fe10.5Co0.75Ni1O22,845.0
Sr2Ti0.7Ir0.3O4,250.0
Sr2Ti0.8Ir0.2O4,250.0
Sr2Ti0.9Ir0.1O4,250.0
Sr2Ti1.25Mn1Fe9.5Co1.25Ni1O22,870.0
Sr2TiMnFe10CoNiO22,820.0
Sr2TiMnO6,44.8
Sr2UFeO6,150.0
Sr2VFeO6,733.0
Sr2Y1Cu2Ru0.9O7.8,150.0
Sr2Y1Cu2Ru0.9O7.9,150.0
Sr2YCu2RuO8,147.5
Sr2Zn0.05Fe0.95Mo1O6,407.0
Sr2Zn0.15Fe0.85Mo1O6,387.0
Sr2Zn0.1Fe0.9Mo1O6,391.0
Sr3CuSb2O9,30.0
Sr3Fe1Co1O6.94,270.0
Sr3Fe24Co2O41,700.0
Sr3Fe2WO9,373.0
Sr3LaMn2O8,295.0
Sr3LiRuO6,90.0
Sr3Nd17Mn20O60,130.0
Sr3OsO6,1060.0
Sr3Ru2O7,87.0
Sr4Ru3O10,105.0
Sr6(CoO3)5,770.0
Sr6FeCo4O15,195.0
Sr9CaFe5(MoO6)5,413.0
SrAl2Fe10Co2O19,853.55
SrAl2Fe10CoO19,912.35
SrAl2Fe10O19,621.0
SrAl3Fe9Co2O19,799.55
SrAl3Fe9CoO19,832.25
SrAl4Fe8Co2O19,767.65
SrAl4Fe8CoO19,800.15
SrAl4Fe8O19,614.0
SrAlFe11Co2O19,983.15
SrAlFe11CoO19,993.55
SrB6,800.0
SrCaCrSbO6,7.0
SrCaFeMoO6,388.0
SrCo12O19,80.0
SrCo3(P2O7)2,6.4
SrCo6O11,25.0
SrCoO3,258.0
SrFe11CoO19,737.0
SrFe12O19,737.0
SrFe15O23,803.15
SrFe3(PO4)3,42.0
SrFe6NiO11,698.0
SrFeH4C5(N2O)3,29.0
SrIn2Fe10O19,592.0
SrInFe11O19,610.0
SrIrO3,60.0
SrLa(CoO3)2,228.5
SrLa2FeNiSbO9,350.0
SrLaCoO4,150.0
SrLaMn2O5,365.0
SrLaMnCoO6,225.0
SrLaMnRuO6,225.0
SrMnVHO5,30.0
SrNd2TiMn2O9,131.0
SrNdMnNiO6,264.0
SrRu2PbO6,0.0
SrRuO3,160.0
SrSm(CoO3)2,175.0
SrVO3,85.0
Ta,0.0
Ta(MnB2)2,780.0
Ta0.6Ti6Nb1.2Al7.5Fe34.7Co34Cu3Ni13,1130.0
Ta100Cr33S200,170.0
Ta11.1Fe50.5Co23.1B6.7O8.6,600.0
Ta15Fe14(Co2B)7,69.0
Ta1Fe0.25Se2,38.0
Ta1Mn0.23S2,85.0
Ta1Mn0.33S2,80.0
Ta2Fe20C3,609.5
Ta3(NbCo9)10,360.0
Ta35Fe26(Co2B)13,23.0
Ta3Fe7,108.0
Ta4Fe11(Co4B3)5,418.5
Ta4Fe72Si4.8B19.2,586.0
Ta4MnS8,75.0
Ta50Cr33Se100,120.0
Ta52(FeRh)625,773.0
Ta5Fe6(Co2B)3,133.0
Ta5Ti19Fe21(Co10B)5,675.0
Ta7Fe3B8,265.0
TaAlCo2,260.0
TaFe(PbO3)2,143.0
TaFeCoBO,400.0
