composition,Tc_exp,contains_re
Sr0.5Nd0.5Mn0.9Cr0.1O3,230.0,True
Sr0.5Nd0.5Mn0.9Cu0.1O3,260.0,True
Sr0.5Nd0.5Mn1O3,250.0,True
Sr0.5Pr0.15Sm0.35Mn1O3,190.5,True
Sr0.5Pr0.1Nd0.4Mn1O3,270.0,True
Sr0.5Pr0.25Nd0.25Mn1O3,265.0,True
Sr0.5Pr0.2Nd0.3Mn1O3,280.0,True
Sr0.5Pr0.3Nd0.2Mn1O3,285.0,True
Sr0.5Pr0.45Gd0.05Mn1O3,270.0,True
Sr0.5Pr0.4Gd0.1Mn1O3,250.0,True
Sr0.5Pr0.4Nd0.1Mn1O3,305.0,True
Sr0.5Pr0.5Co1O3,233.0,True
Sr0.5Pr0.5Mn0.7Cr0.3O3,156.0,True
Sr0.5Pr0.5Mn0.94Fe0.06O3,185.0,True
Sr0.5Pr0.5Mn0.95Cr0.05O3,240.0,True
Sr0.5Pr0.5Mn0.97Cr0.03O3,275.0,True
Sr0.5Pr0.5Mn0.97Ru0.03O3,290.0,True
Sr0.5Pr0.5Mn0.98Fe0.02O3,250.0,True
Sr0.5Pr0.5Mn1O3,265.0,True
Sr0.5Sm0.5Co1O3,185.0,True
Sr0.5Sm0.5Mn1O3,85.0,True
Sr0.5Sm1.5Mn1Co1O6,123.5,True
Sr0.5Ta1Nb1Co0.5Bi2O9,523.15,False
Sr0.5Ta1Nb1Cu0.5Bi2O9,523.15,False
Sr0.5Ta1Nb1Ni0.5Bi2O9,453.15,False
Sr0.5Y0.5Co1O3,175.0,True
Sr0.62Ca0.76Zn1.21Fe16.01O26.62,623.15,False
Sr0.67Gd0.33Co1O2.824,139.0,True
Sr0.67La0.33Mn0.98Fe0.02O3,183.24,True
Sr0.67La0.33Mn1O3,190.9,True
Sr0.67Y0.33Co1O2.614,304.0,True
Sr0.6Ca0.4Co1O3,247.0,False
Sr0.6Ca0.4Ru1O3,158.0,False
Sr0.6Ca1.4Fe1Mo1O6,378.0,False
Sr0.6Ca1La1.4Mn2O7,320.0,True
Sr0.6La0.4Co0.4Ru0.6O3,154.0,True
Sr0.6La0.4Fe11.6Cu0.4O19,706.55,True
Sr0.6La2Sm0.4Mn2O7,355.0,True
Sr0.6Nd0.4Mn1O3,164.5,True
Sr0.6Pr0.4Co1O3,212.0,True
Sr0.6Y0.4Co1O3,205.0,True
Sr0.71Ca0.71Zn1.16Fe15.99O26.57,623.15,False
Sr0.75Gd0.25Fe12O19,736.0,True
Sr0.75La0.25Mn0.5Co0.5O3,260.0,True
Sr0.75La0.25Ru1O3,79.0,True
Sr0.75La1.25Mn1Co1O6,217.0,True
Sr0.75Y0.25Ga0.25Co0.75O2.625,225.0,True
Sr0.7Ca0.3Co1O3,270.0,False
Sr0.7Ca1.3Fe1Mo1O6,378.0,False
Sr0.7La0.3Co1O3,245.0,True
Sr0.7La0.3Fe11.7Co0.3O19,696.15,True
Sr0.7La0.3Fe11.7Cu0.3O19,711.85,True
Sr0.7Nd0.3Mn1O3,108.5,True
Sr0.7Y0.3Co1O2.62,320.0,True
Sr0.7Y0.3Co1O3,220.0,True
Sr0.82La0.03Pr0.15Fe12O19,729.0,True
Sr0.82La0.06Pr0.12Fe12O19,728.0,True
Sr0.82La0.09Pr0.09Fe12O19,729.0,True
Sr0.82La0.12Pr0.06Fe12O19,731.0,True
Sr0.82La0.15Pr0.03Fe12O19,731.0,True
Sr0.82La0.18Fe12O19,731.0,True
Sr0.82Pr0.18Fe12O19,732.0,True
Sr0.85Gd0.15Fe12O19,736.0,True
Sr0.85La0.15Fe12O19,943.15,True
Sr0.85La0.15Zr0.25Mn0.25Fe11.5O19,851.15,True
Sr0.85La0.15Zr0.5Mn0.5Fe11O19,843.15,True
Sr0.85La0.15Zr0.75Mn0.75Fe10.5O19,798.15,True
Sr0.85La0.15Zr1Mn1Fe10O19,788.15,True
Sr0.8Ca0.2Co1O3,286.0,False
Sr0.8Ca0.2Ru1O3,163.0,False
Sr0.8Ca1.2Fe1Mo1O6,378.0,False
Sr0.8Dy0.2Co1O2.63,350.0,True
Sr0.8Dy0.2Co1O2.71,342.0,True
Sr0.8Er0.2Co1O2.74,348.0,True
Sr0.8Gd0.2Co1O2.63,356.0,True
Sr0.8Gd0.2Fe12O19,736.0,True
Sr0.8Ho0.2Co1O2.75,333.0,True
Sr0.8La0.2Al0.2Fe11.6Co0.2O19,707.0,True
Sr0.8La0.2Co1O2.65,225.0,True
Sr0.8La0.2Co1O2.75,225.0,True
Sr0.8La0.2Co1O2.85,250.0,True
Sr0.8La0.2Co1O3,290.0,True
Sr0.8La0.2Fe0.5Co0.5O2.99,290.0,True
Sr0.8La0.2Fe11.8Co0.2O19,704.0,True
Sr0.8La0.2Fe11.8Cu0.2O19,716.85,True
Sr0.8La1.2Co1O4,211.0,True
Sr0.8Nd0.2Mn1O3,180.0,True
Sr0.8Sm0.2Co1O2.63,350.0,True
Sr0.8Tm0.2Co1O2.73,340.0,True
Sr0.8Y0.2Co1O3,260.0,True
Sr0.95Gd0.05Fe12O19,736.0,True
Sr0.95Sm0.05Fe12O19,467.0,True
Sr0.9Ca0.1Co1O3,283.0,False
Sr0.9Ca1.1Fe1Mo1O6,384.0,False
Sr0.9Ce0.1Al2Fe10O19,620.0,True
Sr0.9Gd0.1Al2Fe10O19,617.0,True
Sr0.9Gd0.1Fe12O19,736.0,True
Sr0.9Ho0.1Co1O2.85,171.0,True
Sr0.9La0.1Al2Fe10O19,617.0,True
Sr0.9La0.1Fe11.9Cu0.1O19,725.05,True
Sr0.9La0.1Ru1O3,133.0,True
Sr0.9Mn0.1Co1O2.74,125.0,False
Sr0.9Nd0.1Al2Fe10O19,615.0,True
Sr0.9Pr0.1Al2Fe10O19,622.0,True
Sr0.9Sm0.1Al2Fe10O19,617.0,True
Sr0.9Sm0.1Fe11.9Co0.1O19,725.0,True
Sr0.9Th0.1Co1O2.79,187.5,False
Sr0.9Y0.1Al2Fe10O19,622.0,True
Sr0.9Y0.1Co1O3,275.0,True
Sr1.1Ca0.9Fe1Mo1O6,394.0,False
Sr1.1La0.9Co1O4,147.5,True
Sr1.25Ca0.75Cr1Sb1O6,3.5,False
Sr1.2Ca0.8Fe1Mo1O6,400.0,False
Sr1.2La0.8Co1O4,150.0,True
Sr1.2La0.8Fe1Ir1O6,700.0,True
Sr1.3Ca0.7Fe1Mo1O6,400.0,False
Sr1.3La0.7Co1O4,147.5,True
Sr1.3Nd0.7Co1O4,125.0,True
Sr1.4Ca0.4La1.2Mn2O7,102.0,True
Sr1.4Ca0.6Fe1Mo1O6,406.0,False
Sr1.4La0.6Co1O4,150.0,True
Sr1.4Sm1.6Mn2O7,135.0,True
Sr1.5Ca0.5Fe1Mo1O6,406.0,False
Sr1.5La0.5Mn1.25Sb0.75O6,304.2,True
Sr1.5La0.5Mn1.5Sb0.5O6,365.0,True
Sr1.5Nd0.5Cr1Re1O6,505.0,True
Sr1.5Nd0.5Mn1O4,245.0,True
Sr1.5Pr0.5Co1O4,200.0,True
Sr1.626La1.374Mn2O7,76.0,True
Sr1.62Ca0.18La1.2Mn2O7,98.0,True
Sr1.636La1.364Mn2O7,116.0,True
Sr1.63La1.37Mn2O7,107.0,True
Sr1.64La1.36Mn2O7,120.0,True
Sr1.65Ca0.15La1.2Mn2O7,128.0,True
Sr1.66La1.34Mn2O7,118.0,True
Sr1.68La1.32Mn2O7,131.0,True
Sr1.6Ca0.4Fe1Mo1O6,412.0,False
Sr1.6La1.1Mn2Bi0.3O7,340.0,True
Sr1.6La1.4Mn1.95Cr0.05O7,117.0,True
Sr1.6La1.4Mn2O7,126.5,True
Sr1.6Nd0.4Fe1Mo1O6,443.0,True
Sr1.6Nd1.4Mn1Cr1O7,146.0,True
Sr1.6Nd1.4Mn2O7,270.0,True
Sr1.75La1.25Mn2O7,128.0,True
Sr1.75Sm0.25Fe1Mo1O6,424.0,True
Sr1.7Ca0.3Fe1Mo1O6,409.0,False
Sr1.7La0.3Fe1Mo1O6,390.0,True
Sr1.7La1.25Dy0.05Mn2O7,200.0,True
Sr1.7La1.2Dy0.1Mn2O7,170.0,True
Sr1.7La1.3Mn1.95Al0.05O7,90.0,True
Sr1.7La1.3Mn1.9Al0.1O7,64.0,True
Sr1.7La1.3Mn2O7,125.0,True
Sr1.7Nd0.3Cr1Re1O6,625.0,True
Sr1.85Sm0.15Fe1Mo1O6,392.0,True
Sr1.8Ca0.2Fe1Mo1O6,412.0,False
Sr1.8La1.2Mn1.6Ru0.4O7,160.0,True
Sr1.8La1.2Mn2O7,125.5,True
Sr1.8Nd0.2Cr1Re1O6,635.0,True
Sr1.8Nd1.2Mn1Cr1O7,122.0,True
Sr1.8Nd1.2Mn2O7,230.0,True
Sr1.8Sm0.2Fe1Mo1O6,422.0,True
Sr1.8Sm1.2Mn2O7,75.0,True
Sr1.8Y0.2Cr1Re1O6,640.0,True
Sr1.92Sm0.08Fe1Mo1O6,413.0,True
Sr1.95Nd0.05Fe1Mo1O6,380.0,True
Sr1.95Sm0.05Fe1Mo1O6,415.0,True
Sr1.97Nd0.03Fe1Mo1O6,367.0,True
Sr1.99Nd0.01Fe1Mo1O6,378.0,True
Sr1.9Ca0.1Fe1Mo1O6,395.0,False
Sr1.9Nd0.1Cr1Re1O6,625.0,True
Sr1.9Sm0.1Fe1Mo1O6,405.0,True
Sr125La75Mn150O499,130.0,True
Sr14MnBi11,33.0,False
Sr14MnSb11,45.0,False
Sr1Al0.5Fe11.5O19,704.15,False
Sr1Al1Fe11Co0.5O19,1020.15,False
Sr1Al1Fe11Co1.5O19,991.15,False
Sr1Al2Fe10Co0.5O19,922.15,False
Sr1Al2Fe10Co1.5O19,877.65,False
Sr1Al3Fe9Co0.5O19,906.45,False
Sr1Al3Fe9Co1.5O19,813.15,False
Sr1Al4Fe8Co0.5O19,813.75,False
Sr1Al4Fe8Co1.5O19,789.85,False
Sr1Co1O2.72,150.0,False
Sr1Co1O2.75,230.0,False
Sr1Co1O2.835,163.0,False
Sr1Co1O2.9,175.0,False
Sr1Cr0.5Fe11.5O19,788.15,False
Sr1Cu0.1Ru0.9O3,100.0,False
Sr1Cu0.2Ru0.8O3,65.0,False
Sr1Fe0.05Ru0.95O2.99,125.0,False
Sr1Fe0.1Ru0.9O2.98,100.0,False
Sr1Fe0.5Co0.5O2.67,115.0,False
Sr1Fe0.5Co0.5O2.86,100.0,False
Sr1Fe0.5Co0.5O2.88,330.0,False
Sr1Fe0.5Co0.5O3,330.0,False
Sr1Fe0.65Co0.35O3,370.0,False
Sr1Fe0.8Co0.2O2.94,100.0,False
Sr1Fe11.2Co0.8O19,737.0,False
Sr1Fe11.5Cu0.5O19,728.15,False
Sr1Fe11.6Co0.4O19,737.0,False
Sr1Fe11.6Cu0.4O19,728.35,False
Sr1Fe11.7Cu0.3O19,728.15,False
Sr1Fe11.8Co0.2O19,737.0,False
Sr1Fe11.8Cu0.2O19,729.25,False
Sr1Fe11.9Co0.1O19,737.0,False
Sr1Fe11.9Cu0.1O19,730.85,False
Sr1In0.1Fe11.9O19,697.5,False
Sr1In0.2Fe11.8O19,710.0,False
Sr1In0.3Fe11.7O19,695.0,False
Sr1In0.4Fe11.6O19,680.0,False
Sr1In0.5Fe11.5O19,665.0,False
Sr1In0.8Ga5Fe6.2O19,429.15,False
Sr1La1Cr0.6Fe0.4O4,107.0,True
Sr1La1Fe0.1Co0.9O4,225.0,True
Sr1La1Fe0.2Co0.8O4,225.0,True
Sr1La1Mn1.5Fe0.5O5,330.0,True
Sr1La1Mn1.6Fe0.4O5,332.0,True
Sr1La1Mn1.7Fe0.3O5,335.0,True
Sr1La1Mn1.8Fe0.2O5,345.0,True
Sr1La1Mn1.9Fe0.1O5,355.0,True
Sr1Mg0.0125Fe11.8875Co0.1O19,750.0,False
Sr1Mg0.025Fe11.775Co0.2O19,750.0,False
Sr1Mg0.0375Fe11.6625Co0.3O19,750.0,False
Sr1Mn0.025Zn0.95Cu0.025Sb1F1,12.0,False
Sr1Mn0.05V2Ni1.95O8,96.0,False
Sr1Mn0.05Zn0.9Cu0.05Sb1F1,27.0,False
Sr1Mn0.15V2Ni1.85O8,93.3,False
Sr1Mn0.15Zn0.7Cu0.15Sb1F1,20.0,False
Sr1Mn0.1Zn0.8Cu0.1Sb1F1,40.0,False
Sr1Mn0.2Ru0.8O3,63.0,False
Sr1Mn0.3V2Ni1.7O8,93.8,False
Sr1Mn0.5Fe11.5O19,699.15,False
Sr1Mn0.5Ir0.5O3,110.0,False
Sr1Mn0.6V2Ni1.4O8,99.3,False
Sr1Sc1.8Fe10.2O19,500.0,True
Sr1Ti0.1Ru0.9O3,163.28,False
Sr1Ti0.3Ru0.7O3,163.03,False
Sr1Ti0.4Ru0.6O3,163.09,False
Sr1Ti0.5Ru0.5O3,163.03,False
Sr1Ti0.7Ru0.3O3,163.11,False
Sr2.75Ce0.25Co2O6.7,175.0,True
Sr2Al0.05Fe0.95Mo1O6,363.0,False
Sr2Al0.1Fe0.9Mo1O6,341.0,False
Sr2Al0.2Fe0.8Mo1O6,314.0,False
Sr2Al0.3Fe0.7Mo1O6,286.0,False
Sr2Ca0.31Cu1Re0.69O5.8,440.0,False
Sr2Ca0.31Cu1Re0.69O5.9,440.0,False
Sr2Ca0.31Cu1Re0.69O6,440.0,False
Sr2Ce0.5Y1.5Cu2Ru1O10,110.0,True
Sr2Ce0.6Gd1.4Cu2Ru1O10,110.0,True
Sr2CoO4,250.0,False
Sr2Cr0.1Fe0.9Mo1O6,415.0,False
Sr2CrMoO6,450.0,False
Sr2CrOsO6,692.5,False
Sr2CrReO6,635.0,False
Sr2CrWO6,464.0,False
Sr2DyCu2RuO8,170.0,True
Sr2Er1Cu2Ru0.9O7.8,170.0,True
Sr2ErCu2RuO8,156.5,True
Sr2EuCu2RuO8,134.6,True
Sr2Fe0.85Ni0.15Mo1O6,424.0,False
Sr2Fe0.8Mo1.2O6,373.0,False
Sr2Fe0.95Mo1O6,430.0,False
Sr2Fe0.95Ni0.05Mo1O6,410.0,False
Sr2Fe0.98Mo1O6,430.0,False
Sr2Fe0.9Mo1.1O6,383.0,False
Sr2Fe0.9Mo1O6,430.0,False
Sr2Fe0.9Ni0.1Mo1O6,417.0,False
Sr2Fe1.1Mo0.9O6,398.0,False
Sr2Fe1.2Mo0.8O6,418.0,False
Sr2Fe1Mo0.15W0.85O6,200.0,False
Sr2Fe1Mo0.7W0.3O6,358.0,False
Sr2Fe1Mo0.8W0.2O6,432.0,False
Sr2Fe1Mo0.9W0.1O6,363.0,False
Sr2Fe1Mo1N0.3O5.7,400.0,False
Sr2Fe1Mo1O5.94,432.5,False
Sr2Fe1Mo1O5.97,422.0,False
Sr2Fe1Mo1S0.5O5.5,300.0,False
Sr2Fe27.89Co2.11O46,760.0,False
Sr2Fe28.42Co1.58O46,760.0,False
Sr2Fe28.68Co1.32O46,760.0,False
Sr2FeCoO5,5.0,False
Sr2FeMoNO5,175.0,False
Sr2FeMoO6,415.0,False
Sr2FeReO6,400.0,False
Sr2FeWO6,39.0,False
Sr2Ga0.6Fe0.4Mo1O6,290.0,False
Sr2Gd2RuO10,127.0,True
Sr2GdCu2RuO8,135.0,True
Sr2HoCu2RuO8,153.0,True
Sr2IrO4,237.525,False
Sr2La0.97Y0.03Mn2O7,320.0,True
Sr2La0.99Y0.01Mn2O7,320.0,True
Sr2La0.9Y0.1Mn2O7,320.0,True
Sr2La1Mn1.5Fe0.5O7,35.0,True
Sr2La1Mn1.8Cr0.2O7,178.0,True
Sr2La1Mn1.97Cr0.03O7,320.0,True
Sr2La1Mn1.99Cr0.01O7,320.0,True
Sr2La1Mn1.9Cr0.1O7,320.0,True
Sr2LaCr2SbO9,150.0,True
Sr2LaMn2O7,227.5,True
Sr2LaMnFeO7,20.0,True
Sr2Mn2Cu(AsO)2,95.0,False
Sr2MnFe12NiO22,908.0,False
Sr2MnReO6,120.0,False
Sr2MnWO6,40.0,False
Sr2NbFeO6,727.0,False
Sr2NdMnCrO7,138.0,True
Sr2SmCu2RuO8,146.0,True
Sr2Ti0.1Ir0.9O4,250.0,False
Sr2Ti0.25Mn1Fe11.5Co0.25Ni1O22,852.0,False
Sr2Ti0.2Ir0.8O4,250.0,False
Sr2Ti0.3Ir0.7O4,250.0,False
Sr2Ti0.4Ir0.6O4,250.0,False
Sr2Ti0.5Ir0.5O4,250.0,False
Sr2Ti0.5Mn1Fe11Co0.5Ni1O22,893.0,False
Sr2Ti0.6Ir0.4O4,250.0,False
Sr2Ti0.75Mn1Fe10.5Co0.75Ni1O22,845.0,False
Sr2Ti0.7Ir0.3O4,250.0,False
Sr2Ti0.8Ir0.2O4,250.0,False
Sr2Ti0.9Ir0.1O4,250.0,False
Sr2Ti1.25Mn1Fe9.5Co1.25Ni1O22,870.0,False
Sr2TiMnFe10CoNiO22,820.0,False
Sr2TiMnO6,44.8,False
Sr2UFeO6,150.0,False
Sr2VFeO6,733.0,False
Sr2Y1Cu2Ru0.9O7.8,150.0,True
Sr2Y1Cu2Ru0.9O7.9,150.0,True
Sr2YCu2RuO8,147.5,True
Sr2Zn0.05Fe0.95Mo1O6,407.0,False
Sr2Zn0.15Fe0.85Mo1O6,387.0,False
Sr2Zn0.1Fe0.9Mo1O6,391.0,False
Sr3CuSb2O9,30.0,False
Sr3Fe1Co1O6.94,270.0,False
Sr3Fe24Co2O41,700.0,False
Sr3Fe2WO9,373.0,False
Sr3LaMn2O8,295.0,True
Sr3LiRuO6,90.0,False
Sr3Nd17Mn20O60,130.0,True
Sr3OsO6,1060.0,False
Sr3Ru2O7,87.0,False
Sr4Ru3O10,105.0,False
Sr6(CoO3)5,770.0,False
Sr6FeCo4O15,195.0,False
Sr9CaFe5(MoO6)5,413.0,False
SrAl2Fe10Co2O19,853.55,False
SrAl2Fe10CoO19,912.35,False
SrAl2Fe10O19,621.0,False
SrAl3Fe9Co2O19,799.55,False
SrAl3Fe9CoO19,832.25,False
SrAl4Fe8Co2O19,767.65,False
SrAl4Fe8CoO19,800.15,False
SrAl4Fe8O19,614.0,False
SrAlFe11Co2O19,983.15,False
SrAlFe11CoO19,993.55,False
SrB6,800.0,False
SrCaCrSbO6,7.0,False
SrCaFeMoO6,388.0,False
SrCo12O19,80.0,False
SrCo3(P2O7)2,6.4,False
SrCo6O11,25.0,False
SrCoO3,258.0,False
SrFe11CoO19,737.0,False
SrFe12O19,737.0,False
SrFe15O23,803.15,False
SrFe3(PO4)3,42.0,False
SrFe6NiO11,698.0,False
SrFeH4C5(N2O)3,29.0,False
SrIn2Fe10O19,592.0,False
SrInFe11O19,610.0,False
SrIrO3,60.0,False
SrLa(CoO3)2,228.5,True
SrLa2FeNiSbO9,350.0,True
SrLaCoO4,150.0,True
SrLaMn2O5,365.0,True
SrLaMnCoO6,225.0,True
SrLaMnRuO6,225.0,True
SrMnVHO5,30.0,False
SrNd2TiMn2O9,131.0,True
SrNdMnNiO6,264.0,True
SrRu2PbO6,0.0,False
SrRuO3,160.0,False
SrSm(CoO3)2,175.0,True
SrVO3,85.0,False
Ta,0.0,False
Ta(MnB2)2,780.0,False
Ta0.6Ti6Nb1.2Al7.5Fe34.7Co34Cu3Ni13,1130.0,False
Ta100Cr33S200,170.0,False
Ta11.1Fe50.5Co23.1B6.7O8.6,600.0,False
Ta15Fe14(Co2B)7,69.0,False
Ta1Fe0.25Se2,38.0,False
Ta1Mn0.23S2,85.0,False
Ta1Mn0.33S2,80.0,False
Ta2Fe20C3,609.5,False
Ta3(NbCo9)10,360.0,False
Ta35Fe26(Co2B)13,23.0,False
Ta3Fe7,108.0,False
Ta4Fe11(Co4B3)5,418.5,False
Ta4Fe72Si4.8B19.2,586.0,False
Ta4MnS8,75.0,False
Ta50Cr33Se100,120.0,False
Ta52(FeRh)625,773.0,False
Ta5Fe6(Co2B)3,133.0,False
Ta5Ti19Fe21(Co10B)5,675.0,False
Ta7Fe3B8,265.0,False
TaAlCo2,260.0,False
TaFe(PbO3)2,143.0,False
TaFeCoBO,400.0,False
TaS2,0.9,False
Tb,220.75,True
Tb(Al2Cr)4,12.0,True
Tb(Al2Cu)4,22.0,True
Tb(Al2Fe)4,165.3,True
Tb(Al5Fe)2,17.6,True
Tb(AlC)3,89.0,True
Tb(AlCu)6,33.4,True
Tb(AlFe)6,335.0,True
Tb(Cd10Ni)2,7.5,True
Tb(Co2B)6,154.4,True
Tb(CrFe5)2,525.0,True
Tb(Fe3Mo)3,259.0,True
Tb(Fe5Mo)2,390.0,True
Tb(Fe5Re)2,438.0,True
Tb(Fe5Si)2,581.0,True
Tb(FeGe)6,7.8,True
Tb(FeP3)4,10.0,True
Tb(FeSn)6,19.0,True
Tb(GaFe)6,492.0,True
Tb(HO)3,3.71,True
Tb(MnAl)6,8.0,True
Tb(MnAl2)4,21.0,True
Tb(MnGe)2,95.0,True
Tb(MnH)2,272.0,True
Tb(MnSi)2,58.5,True
Tb(MnSn)6,423.0,True
Tb(P3Os)4,2.0,True
Tb(SiRu)2,56.0,True
Tb(VCo5)2,475.0,True
Tb(VFe5)2,570.0,True
Tb(Y2Co5)2,38.0,True
Tb(Y2Fe5)2,579.0,True
Tb(Zn10Fe)2,66.0,True
Tb0.0025Gd0.9975Al2,170.0,True
Tb0.02Gd0.98Al2,170.0,True
Tb0.05Al20Fe79.95,943.65,True
Tb0.05Gd0.95Al2,170.0,True
Tb0.05Nd0.95Ni1,27.7,True
Tb0.15Al20Fe79.85,943.65,True
Tb0.15Ho0.85Mn0.5Fe1.5,440.0,True
Tb0.15Ho0.85Mn1.5Fe0.5,130.0,True
Tb0.15Ho0.85Mn1Fe1,249.0,True
Tb0.15Nd0.85Ni1,27.2,True
Tb0.16Dy0.42Ho0.42Co2,128.0,True
Tb0.1Al20Fe79.9,943.65,True
Tb0.1Ce0.9Mn2Ge2,323.0,True
Tb0.1Gd0.9Dy0.1Ho0.1Er0.1,279.0,True
Tb0.1Gd0.9Fe3,731.0,True
Tb0.1Gd0.9Mn6Sn6,438.0,True
Tb0.1Gd0.9Ni1,72.0,True
Tb0.1Gd0.9Ni1H4,14.0,True
Tb0.1Ho0.9Co2,97.0,True
Tb0.1Mn34In15.9Ni50,307.0,True
Tb0.1Nd0.9Co3,386.0,True
Tb0.1Nd0.9Ni1,27.4,True
Tb0.1Nd1.9Fe12Co2B1,726.0,True
Tb0.1Pr0.45Nd0.45Fe1.93,541.0,True
Tb0.1Pr0.9Fe0.772Co1.158,390.0,True
Tb0.1Pr0.9Ni1,24.0,True
Tb0.1Y0.9,52.0,True
Tb0.23Zr0.77Ni2,35.0,True
Tb0.25Dy0.75Ni2,24.15,True
Tb0.25Er0.75Ni2,13.6,True
Tb0.25Er0.75Ti0.85Ge1Mo0.15,131.0,True
Tb0.25Gd0.75N1,56.25,True
Tb0.25Ho0.75N1,25.88,True
Tb0.25Ho0.75Ni2,18.6,True
Tb0.25Pr0.75Al2,48.0,True
Tb0.25Sm0.75Fe1Si1Ni3,166.0,True
Tb0.26Gd0.74,278.0,True
Tb0.27Dy0.73Fe2,665.0,True
Tb0.27Dy0.73Mn0.25Fe1.75,560.0,True
Tb0.27Dy0.73Mn0.5Fe1.5,494.0,True
Tb0.27Dy0.73Mn1Fe1,275.0,True
Tb0.29Pr0.071Dy0.639Fe1.97,620.0,True
Tb0.29Pr0.213Dy0.497Fe1.97,616.0,True
Tb0.2Ce0.6Pr0.2Fe2,377.0,True
Tb0.2Ce0.8Mn2Ge2,324.0,True
Tb0.2Ce0.8Ru2,4.7,True
Tb0.2Gd0.2Dy0.2Ho0.2Er0.2Ni2,32.0,True
Tb0.2Gd0.3Dy0.5Co2,270.0,True
Tb0.2Gd0.4Dy0.4Al0.1Co1.9,285.0,True
Tb0.2Gd0.4Dy0.4Co2,285.0,True
Tb0.2Gd0.5Dy0.3Al0.1Co1.9,315.0,True
Tb0.2Gd0.5Dy0.3Co2,315.0,True
Tb0.2Gd0.8,275.0,True
Tb0.2Gd0.8Co2,370.0,True
Tb0.2Gd0.8Dy0.2Ho0.2Er0.2,268.0,True
Tb0.2Gd0.8Fe3,721.0,True
Tb0.2Gd0.8Mn6Sn6,441.5,True
Tb0.2Ho0.8Co2,115.0,True
Tb0.2La0.8Ni2,8.0,True
Tb0.2Nd0.1Dy0.7Fe1.544Co0.386,685.0,True
Tb0.2Nd0.8Co3,402.0,True
Tb0.2Nd0.8Fe1.52Co0.38,613.0,True
Tb0.2Pr0.8Mn2Ge2,340.0,True
Tb0.2Y0.8Co2,38.0,True
Tb0.2Y0.8Fe2,570.0,True
Tb0.2Y0.8Mn6Sn6,353.0,True
Tb0.31Co0.69,520.0,True
Tb0.33Y0.67Fe2,596.0,True
Tb0.36Dy0.64Fe1.6Co0.4,706.45,True
Tb0.36Dy0.64Fe1.7Co0.3,694.65,True
Tb0.36Dy0.64Fe1.8Co0.2,689.85,True
Tb0.36Dy0.64Fe2,661.95,True
Tb0.36Dy0.64Mn0.2Fe1.8,592.35,True
Tb0.36Dy0.64Mn0.3Fe1.7,570.85,True
Tb0.36Dy0.64Mn0.4Fe1.6,531.45,True
Tb0.3Ce0.7Mn2Ge2,327.0,True
Tb0.3Dy0.35Ho0.35Al0.25Co1.75,155.0,True
Tb0.3Dy0.35Ho0.35Co2,146.0,True
Tb0.3Dy0.35Ho0.35Fe0.25Co1.75,351.0,True
Tb0.3Dy0.35Ho0.35Fe0.25Co1.75H3.2,68.0,True
Tb0.3Dy0.7Fe0.45Co0.55,723.15,True
Tb0.3Dy0.7Fe0.4Co0.6,723.15,True
Tb0.3Dy0.7Fe0.6Co0.4,723.15,True
Tb0.3Dy0.7Fe0.9Co0.1,723.15,True
Tb0.3Dy0.7Fe1.95,655.65,True
Tb0.3Dy0.7Fe2,363.15,True
Tb0.3Ga19Fe81,1100.0,True
Tb0.3Gd0.7,275.0,True
Tb0.3La0.7Ni2,13.0,True
Tb0.3Mn20.9O78.8,87.5,True
Tb0.3Mn34In15.7Ni50,307.0,True
Tb0.3Nd0.1Dy0.6Fe1.544Co0.386,689.0,True
Tb0.3Nd0.7Co3,418.0,True
Tb0.3Pr0.15Dy0.55Fe1.55B0.3,655.0,True
Tb0.3Pr0.15Dy0.55Fe1.65B0.2,657.0,True
Tb0.3Pr0.15Dy0.55Fe1.75B0.1,653.0,True
Tb0.3Pr0.15Dy0.55Fe1.85,654.0,True
Tb0.3Pr0.1Dy0.6Fe2,651.0,True
Tb0.3Pr0.1Dy0.6Mn0.05Fe1.95,627.0,True
Tb0.3Pr0.1Dy0.6Mn0.15Fe1.85,570.0,True
Tb0.3Pr0.1Dy0.6Mn0.1Fe1.9,596.0,True
Tb0.3Pr0.1Dy0.6Mn0.2Fe1.8,553.0,True
Tb0.3Pr0.7Al2,52.0,True
Tb0.3Pr0.7Fe0.772Co1.158,390.0,True
Tb0.3Y0.7Co2,67.0,True
Tb0.3Y0.7Ni2B2C1,1.26,True
Tb0.45Y0.55Fe2,610.0,True
Tb0.47Au0.53,4.2,True
Tb0.4Ce0.6Ru2,12.3,True
Tb0.4Co0.6,300.0,True
Tb0.4Dy0.3Ho0.3Al0.25Co1.75,182.0,True
Tb0.4Dy0.3Ho0.3Co2,158.0,True
Tb0.4Dy0.3Ho0.3Fe0.25Co1.75,366.0,True
Tb0.4Gd0.6,271.0,True
Tb0.4Gd0.6Co2,347.0,True
Tb0.4Gd0.6Dy0.4Ho0.4Er0.4,244.0,True
Tb0.4Gd0.6Fe3,699.0,True
Tb0.4Gd0.6Mn6Sn6,432.0,True
Tb0.4Ho0.6Co2,149.0,True
Tb0.4La0.6Ni2,18.0,True
Tb0.4Mn34In15.6Ni50,311.0,True
Tb0.4Nd0.1Dy0.5Fe1.544Co0.386,693.0,True
