composition,Tc_exp
Fe69Co8Nb7B15Cu1,493.0
Fe69Ga31,620.0
Fe69Mn11Al20,778.0
Fe69Mn26Cr5)68Zr4Nb4B24,160.0
Fe69Si18B9Nb3Cu1,576.15
Fe6Ga4O15,305.0
Fe6Ga6U,515.0
Fe6Hf5V4,100.0
Fe6Mn4Zr5,115.0
Fe6Ni4Zr5,288.0
Fe6Ni74B18Si2,82.78
Fe6V4Zr5,75.0
Fe70.5Cr3Si13.5B9Nb3Au1,545.0
Fe70.5Cr3Si13.5Cu1B9Nb3,540.0
Fe70.8Cu1Nb3.1Si14.5B10.6,586.775
Fe70Ag30,843.15
Fe70Al30,674.0
Fe70Al5P11Ga5B4C5,600.0
Fe70Co0B5Cu5Si3Al5Ga2P10,568.0
Fe70Co4Mo4P13.2B4.4C4.4,233.0
Fe70Cr10B20,390.0
Fe70Cr10Si10B10,459.15
Fe70Cr15B15,260.0
Fe70Cr8Cu1Nb5Si4B12,285.0
Fe70Nb10B20,366.0
Fe70Ni10P13C7,606.0
Fe70Ni12B14Si4,669.15
Fe70Ni2B24Nb4,590.0
Fe70Ni30,397.0
Fe70Pd30,763.0
Fe70Pt30,410.0
Fe70Si14C16,780.0
Fe70Si20C10,605.0
Fe70Si20Nb10,510.0
Fe70Si5C25,605.0
Fe70Zr30,548.575
Fe71.2C7.0Si3.3B5.5P8.7Cr2.3Al2.0,578.0
Fe71.5C7.0Si3.3B5.5P8.7Co4.0,647.0
Fe71.5C7.0Si3.3B5.5P8.7Ni4.0,632.0
Fe71.8Cu1Nb3.1Si15B9.1,585.0
Fe71B7C7P7Si3Mo5,553.0
Fe71Cr4Mo4P11B5C5,126.0
Fe71Cu1Nb3Si14B10.9Mn0.1,593.15
Fe71Nb3.7Cu1Al3Mn0.8Si13.5B7,600.0
Fe71Nb6B23,550.0
Fe71Ni9P12B4.9Si2.5Cu0.6,636.0
Fe71Si3B13,736.15
Fe72.08Cr11.52Mo9.30Mn7.10C6,796.35
Fe72.5C7.0Si3.3B5.5P8.7Co3.0,647.0
Fe72.5C7.0Si3.3B5.5P8.7Ni3.0,634.0
Fe72.5Cr11.5B16,301.0
Fe72.5Cu1Nb2Mo1.5Si14B9,615.0
Fe72.5Cu1Nb2Mo2Si15.5B7,598.15
Fe72.5Ga27.5,960.15
Fe72.5Mn1Cu1Nb3Si13.5B9,580.15
Fe72.7Al0.8Si17.5B5Cu1Nb3,598.15
Fe72.9Si7.5Al1.7Mo10.2B6Cu1.7,584.0
Fe72Al22Ti7,929.0
Fe72Al22Ti7 (annealed),933.0
Fe72B19.2Si4.8Ta4,586.0
Fe72B20Si4Nb4,581.0
Fe72B7C7P7Si3Mo4,573.0
Fe72Co10Nb6B12,530.0
Fe72Co6Si4B9Mo1P8,839.0
Fe72Cr8Si10B10,540.15
Fe72Cu1V4Si15B8,757.5
Fe72Mn11Al17,775.0
Fe72Nb4.5Si15.5B7Au1,580.0
Fe72Pt28,500.0
Fe72Si19.2B4.8Nb4,593.15
Fe73.2C7.0Si3.3B5.5P8.7Cr2.3,592.0
Fe73.2Co10B10C6Cu0.8,749.15
Fe73.2Pd26.8,553.0
Fe73.5C7.0Si3.3B5.5P8.7Co2.0,647.0
Fe73.5C7.0Si3.3B5.5P8.7Ni2.0,632.0
Fe73.5Cu1Mo3Si12.5Al1B9,609.0
Fe73.5Cu1Mo3Si13.5B9,605.075
Fe73.5Cu1Nb3Si13.5B9,706.15
Fe73.5Cu1Nb3Si15.5B7,843.15
Fe73.5Ge15.5Nb3B7Cu1,664.0
Fe73.5Nb3Cu1Si11.25B11.25,628.0
Fe73.5Nb3Cu1Si12.5B10,625.0
Fe73.5Nb3Cu1Si13.5B9,603.075
Fe73.5Nb3Cu1Si16.5B6,613.15
Fe73.5Nb3Cu1Si17.5B5,638.0
Fe73.5Nb3Cu1Si3.5B19,630.0
Fe73.5Nb3Si15.5B7Au1,618.0
Fe73.5Pd1Nb3Si13.5B9,585.0
Fe73.5Pt1Nb3Si13.5B9,590.0
Fe73.5Si13.5B8CuNb2VAl,300.0
Fe73.5Si13.5B9Cu1Nb3,588.15
Fe73.5Si13.5B9Mo3Cu1,587.0
Fe73.5Si13.5B9Nb1.5Mo1.5Cu1,592.0
Fe73.5Si13.5B9Nb1Mo2Cu1,590.0
Fe73.5Si13.5B9Nb3Au1,615.15
Fe73.5Si13.5B9Nb3Cu1,594.0
Fe73.5Si15.5B7Nb3Cu1,650.0
Fe73.5Si15.5Nb3Cu1B3P4,300.0
Fe73.5Si15.5Nb3Cu1B4P3,300.0
Fe73.5Si15.5Nb3Cu1B5P2,300.0
Fe73.5Si15.5Nb3Cu1B6P1,300.0
Fe73.5Si15.5Nb3Cu1B7P0,300.0
Fe73.5Si16.1B6.4Nb2.9Cu1.1,623.15
Fe73.5Si17.5B5Cu1Nb3,600.15
Fe73.7Si10.8B10.9C2.2Cr2.3,679.0
Fe73.8Cu1Nb3.1Si13B9.1,572.45
Fe73.95Si11.4B9.95C2.4Cr2.3,649.0
Fe73Al5Ga2P11C5B4,570.0
Fe73Al5P11Ga2B4C5,600.0
Fe73B7C7P7Si3Mo3,583.0
Fe73Co4Nb7B15Cu1,436.0
Fe73Cr5Cu1Nb5Si4B12,360.0
Fe73Pt5B10Si12,723.15
Fe74.5C7.0Si3.3B5.5P8.7Co1.0,637.0
Fe74.5C7.0Si3.3B5.5P8.7Ni1.0,630.0
Fe74.5Nb2Si17.5B5Cu1,745.65
Fe74Al4Ga2P12B4Si4,737.0
Fe74Al4Sn2P10Si4B4C2,571.0
Fe74Al4Sn2P6Si4B4C6,571.0
Fe74B7C7P7Si3Mo2,591.0
Fe74Co8Mn4Zr8Nb2B4,363.0
Fe74Cr6Si10B10,565.15
Fe74Mo8Cu1B17,340.0
Fe74Nb4Si13B9,568.0
Fe74Ni6P12B4.9Si2.5Cu0.6,623.0
Fe74Ni8B14Si4,700.15
Fe74Si13B9Nb3Cu1,576.15
Fe74Si3B13,728.15
Fe75-Si10-B15,643.15
Fe75.2Co8B10C6Cu0.8,742.15
Fe75.3Cr9.2B15.5,345.0
Fe75.4Cr9.6B15,351.15
Fe75.5C7.0Si3.3B5.5P8.7,643.0
Fe75.5Cu0.6Nb2.4Si13B8.5,643.15
Fe75.5Ga3P10.5C4B4Si3,634.0
Fe75Al5P11B4C5,600.0
Fe75B7C7P7Si3Mo1,632.0
Fe75B9Si12C4,686.15
Fe75Co2Nb7B15Cu1,415.0
Fe75Cr10B15,280.0
Fe75Cu25,250.0
Fe75Mn11Al14,840.0
Fe75Mo8Cu1B16,310.0
Fe75Nb1.5Si15.5B7Au1,658.0
Fe75Nb10B15,325.0
Fe75Ni2B13Si8C2,683.15
Fe75Ni5B10Zr9Cu1,408.0
Fe75P15C10,607.75
Fe75Pt25,400.0
Fe75Si20B5,848.15
Fe75Sn5B20,714.0
Fe75Ta5B10Zr9Cu1,313.0
Fe75Zr25,843.15
Fe76.1Cu1.0Nb3.0B6.1Si13.8,620.0
Fe76.2Ni3.8Si6B14,664.5
Fe76.6Cr23.4,662.0
Fe76Al4P12B4Si4,738.0
Fe76B7C7P7Si3Mo0,665.0
Fe76Co6Mn4Zr8Nb2B4,332.0
Fe76Cr4Si10B10,590.15
Fe76Mo10Cu1B13,298.5
Fe76Mo8Cu1B15,311.5
Fe76Nb2Si13B9,635.0
Fe76Ni4Si7B8P4Cu1,624.65
Fe76P11SiC8B5,593.0
Fe76P5(Si0.3B0.5C0.2)19,665.0
Fe76Si11B9Nb3Cu1,576.15
Fe76Si9B10P5,680.0
Fe77.2Co6B10C6Cu0.8,726.15
Fe77.5Cr7.5B15,413.15
Fe77.5Ga22.5,991.15
Fe77.5Si7.5B15,573.0
Fe77.9Si12.1Nb10,600.0
Fe77Al23,743.15
Fe77Nb7B15Cu1,113.5
Fe77Ni23,876.0
Fe77Ni3B10Zr9Cu1,385.0
Fe77Ni3P12B4.9Si2.5Cu0.6,620.0
Fe77Ni3Si7B8P4Cu1,624.65
Fe77Si3B13,703.15
Fe77Ta3B10Zr9Cu1,336.0
Fe78.1Cu1Nb3.1Si15B9.1,586.0
Fe78.5Ni1Mo0.5Si6B14,635.0
Fe78Al22,907.0
Fe78Al22 (annealed),929.0
Fe78B10Si12,723.15
Fe78B13Si9,1050.0
Fe78Co4Mn4Zr8Nb2B4,306.0
Fe78Co5Si2B11P3C1,662.15
Fe78Co5Zr6Ge5B5Cu1,515.0
Fe78Co6Si2B13P1,684.0
Fe78Cr2Si10B10,615.15
Fe78Cr2Si8B12,610.0
Fe78Cu1Nb3.5B4Si13.5,620.0
Fe78Cu1Nb5Si4B12,470.0
Fe78Mn11Al11,851.0
Fe78Mo1B3C7P10Si1,585.0
Fe78Mo1B5C5P10Si1,589.0
Fe78Mo1B7C3P10Si1,593.0
Fe78Ni2Si7B8P4Cu1,624.65
Fe78Ni4B14Si4,681.15
Fe78Ni6Si2B13P1,627.0
Fe78Ni6Zr6B10,482.0
Fe78Si10B12,691.15
Fe78Si13.5B4Nb3.5Cu1,600.0
Fe78Si13B9,664.0
Fe78Si9B12Ni1,710.0
Fe78Sn5B17,671.525
Fe78Zr7B15,578.15
Fe79.2Co4B10C6Cu0.8,648.15
Fe79Mo10B10Cu1,756.15
Fe79Mo2B18Cu1,725.15
Fe79Mo4B16Cu1,714.15
Fe79Mo6B14Cu1,726.15
Fe79Mo8B12Cu1,747.15
Fe79Mo8Cu1B12,278.15
Fe79Ni1Si7B8P4Cu1,624.65
Fe79Si11B10,655.5
Fe79Si9B4.5P1.5Cu,705.0
Fe79Si9B4.5P1.5CuNb2,648.5
Fe79Zr11B10Co5,476.0
Fe7C3,523.0
Fe7Co3,1248.15
Fe7Ga3O15,350.0
Fe7Hf5V3,180.0
Fe7Mn3U5,24.0
Fe7Ni3,340.0
Fe7Ni3P5,270.0
Fe7Ni3Zr5,383.0
Fe7Pd3,723.15
Fe7Pd73Si20,28.0
Fe7S8,593.0
Fe7Se8,292.575
Fe7Ta3,108.0
Fe7Th2,570.0
Fe7V3Zr5,200.0
Fe80.5Ga19.5,1002.15
Fe80.5Nb7B12.5,397.0
Fe80.6Ga18.9B0.5,923.15
Fe80Al20,943.65
Fe80B10Si0Ge10,600.0
Fe80B10Si10,600.0
Fe80B10Si2.5Ge7.5,600.0
Fe80B10Si5Ge5,600.0
Fe80B10Si7.5Ge2.5,600.0
Fe80B10Zr9Cu1,356.0
Fe80B20,648.15
Fe80Co2Mn4Zr8Nb2B4,271.0
Fe80Co4Si2B13P1,660.0
Fe80Cr5B15,300.0
Fe80Ga20,953.15
Fe80Mn10Zr10,176.0
Fe80Mo7Cu1B12,265.0
Fe80Nb10B10,400.0
Fe80Nb7Cu1B12,333.0
Fe80Ni12B14Si4,674.15
Fe80Ni20,935.075
Fe80Ni2B14Si4,689.15
Fe80Ni4Si2B13P1,621.0
Fe80Ni4Zr6B10,473.0
Fe80P11C7Ge2,602.0
Fe80P11C9,573.15
Fe80P12.5C7.5,586.0
Fe80P12B4.9Si2.5Cu0.6,573.0
Fe80P12B4Si4,753.0
Fe80P13C7,585.0
Fe80P16C3B1,565.0
Fe80P9C7Ge4,614.0
Fe80Si10B10,640.15
Fe80Si20,865.0
Fe80Si3B13,661.15
Fe80Si6B14,649.0
Fe80Si7B8P4Cu1,624.65
Fe80Si9B11,663.0
Fe80Sn5B15,666.0
Fe80Ta8C12,609.5
Fe80Ti7Cu1B12,413.0
Fe80Zn20,935.0
Fe80Zr10B10,400.0
Fe80Zr20,843.15
Fe81Al19,826.575
Fe81B12Si4C2,693.15
Fe81Ga19,987.975
Fe81Mn11Al8,870.0
Fe81Nb7B12,363.15
Fe81Ni19,832.0
Fe81P13Si2Nb3Cu1,450.0
Fe81Pt5Zr7Nb1Cu1B5,360.0
Fe81Si4B10P5,636.0
Fe81Zr5Nb4B10,334.0
Fe82.2Ga16.8B,923.15
Fe82.5Ga17.5,1005.15
Fe82B14Si1C2Cu1,615.0
Fe82B15Si1C1Cu1,620.0
Fe82B8Zr10,350.0
Fe82Co2Si2B13P1,634.0
Fe82Mn2B6Zr10,295.0
Fe82Mn4B4Zr10,262.0
Fe82Mn8Zr10,185.0
Fe82Ni2Si2B13P1,611.0
Fe82Ni2Zr6B10,465.0
Fe82Si3B13,626.15
Fe83.2B10C6Cu0.8,600.15
Fe83.3Si4.2B12.5,1024.5
Fe83.3Si4B8P4Cu0.7,625.0
Fe83B14Si1C1Cu1,600.0
Fe83Ga17,973.0
Fe83Si2B11P3C1,597.15
Fe84.3Si4P3B8Cu0.7,1043.15
Fe84.75Si2B9P3C0.5Cu0.75,566.15
Fe84B13Si1C1Cu1,575.0
Fe84Mn11Al5,882.0
Fe84Mn6Zr10,200.0
Fe84Nb3.5Zr3.5B8Cu1,373.15
Fe84Si2B13P1,599.0
Fe84Si3B13,583.15
Fe84Zr11B5Co5,396.0
Fe84Zr11B5Mn5,258.0
Fe84Zr6B10,427.0
Fe85B10P5,552.0
Fe85B15,558.15
Fe85Co3Zr5B4Nb3,336.0
Fe86Al14,1012.15
Fe86B14Nb2,523.0
Fe86B14Nb8,374.0
Fe86Mn4Zr10,218.0
Fe86V14,1115.0
Fe86Zr11B1Co2,300.0
Fe86Zr7B6Cu,330.0
Fe86Zr7B6Cu1,320.0
Fe86Zr7Nb1Cu1B5,303.0
Fe87.1Zr12.9,227.0
Fe87.2Ga12.8,1030.15
Fe873Ni27Zr100,288.0
Fe87Mn11Al2,895.0
Fe87Zr11B1Co1,280.0
Fe87Zr6B6Cu1,300.0
Fe87Zr6CuB6,275.0
Fe88.4Zr11.6,224.0
Fe88.4Zr11.6H0,224.0
Fe88.4Zr11.6H16,302.0
Fe88B4Nb8,306.0
Fe88Zr10B1Co1,270.0
Fe88Zr11B1,255.0
Fe88Zr12,232.0
Fe88Zr12 (Hydrogenated 16 at%),341.0
Fe88Zr12 (Hydrogenated 31 at%),370.0
Fe88Zr7B4Cu1,800.0
Fe88Zr8B4,280.0
Fe88Zr9B1Co2,285.0
Fe891Ni9Zr100,255.0
Fe89Hf7Zr1Al3,610.0
Fe89Hf7Zr1B3,600.0
Fe89Zr7B4,275.0
Fe89Zr7Cu1B3,323.15
Fe8Hf5V2,290.0
Fe8Li3O16Sb1,750.0
Fe8Mn2U5,89.0
Fe8Ni2Zr5,464.0
Fe8Si2C,788.0
Fe8V2Zr5,370.0
Fe90.3Zr9.7,201.0
Fe90Al10,1018.0
Fe90Zr10,227.5
Fe90Zr7B3,257.0
Fe90Zr8B2,240.0
Fe90Zr9B1,210.0
Fe91Zr7B2,250.0
Fe91Zr9,241.55
Fe92.4Zr7.6,150.0
Fe92P8,867.0
Fe92Zr8,160.0
Fe93Ga2Si3B2,627.15
Fe93Ga7O300,262.0
Fe95Mn1Ni50O200,565.0
Fe97-Si3,1023.0
Fe9Ge10Mn9,241.0
Fe9Hf5V1,440.0
Fe9Mn1U5,130.0
Fe9Ni1P5,340.0
Fe9Ni1Zr5,544.0
Fe9S10,523.0
Fe9Te8,63.0
Fe9V1Zr5,510.0
Fe9Zr1,237.0
FeAl,1040.0
FeAl0.5Mn0.5,164.0
FeAl0.65Mn0.35,163.0
FeB,590.0
FeBP,533.15
FeBe2,880.0
FeBr2,14.2
FeCo,1190.0
FeCoAs,301.0
FeCoGe,370.0
FeCoNi,970.0
FeCoNiAlSi,535.0
FeCoNiCu,900.0
FeCoNiCu0.2Si0.2,887.0
FeCoNiCuAl,884.5
FeCoNiMn0.25Al0.25,1073.15
FeCoNiPd,955.0
FeCoNiPt,851.0
FeCoNiSi0.2Cr0.2,656.0
FeCoNiSi0.2Mn0.2,668.0
FeCoP,430.0
FeCoSi,45.0
FeCr0.2In1.8S4,156.0
FeCr0.6In1.4S4,156.0
FeCr2O4,118.0
FeCr2S4,167.0
FeGa,1043.0
FeGa2.73Ge0.27,53.0
FeGa2Hf,47.9
FeGaMn2,650.0
FeGaO3,210.0
FeGaU,45.0
FeGe,280.0
FeGe0.33MnP0.33Si0.33,275.0
FeGe0.95Si0.05,250.0
FeGe3Mn4,320.0
FeGeMn,163.0
FeGeMn0.4Ni0.6,243.0
FeGeMn0.6Ni0.4,304.0
FeGeMn0.8Ni0.2,268.0
FeGeRu2,273.0
FeIn0.2Cr1.8S4,175.0
FeIn0.5Cr1.5S4,200.0
FeIn1.0Cr1.0S4,170.0
FeLiO4Ti,753.0
FeMn0.4Ni0.6Ge,243.0
FeMn0.6Ni0.4Ge,312.0
FeMn0.7Ni0.3Ge,310.0
FeMn0.8Ni0.2Ge,274.0
FeMn0.9Ni0.1Ge,234.0
FeMn2O4,470.0
FeMn2O6Re,520.0
FeMnGe,161.0
FeMnP0.5Si0.5,382.0
FeMnP0.67Si0.33,250.0
FeMnP0.75Si0.25,225.0
FeMoO6Sr2,425.0
FeN0.333,575.0
FeNH4(HPO4)2,17.82
FeNi,820.0
FeNi (L10),805.0
FeNi0.5Mn1.5O4,518.15
FeNi3,910.0
FeNi36,503.15
FeNi40,603.15
FeNiAs,220.0
FeNiGe,770.0
FeNiMnO4,560.15
FeNiP,95.0
FeO6ReSr2,400.0
FeO·Fe2O3,858.0
FePRh,235.0
FePd,745.0
FePd3,536.5
FePt,770.0
FePt3,400.0
FePt3 (chemically disordered),360.0
FePtSb,493.0
FeRh,582.5
FeRh-Ir (5% Ir),425.0
FeRh2Sb,510.0
FeRh2Sn,583.0
FeRhP,350.0
FeRu2Sn,573.0
FeSb3Zr5,540.0
FeSb4U3,120.0
FeSe,417.5
FeSi,177.5
FeSi3.8,1013.15
FeTe2,878.0
FeTi2S4,145.0
FeTiO3+δ,78.0
FeV,16.8
FeV2O4,127.0
FeZnMoO4,348.0
Fe^3+[$\Box_{1/3}$Fe5/3^3+]O4,1020.0
Fe^3+[Co^2+Fe^3+]O4,793.0
Fe^3+[Cu^2+Fe^3+]O4,728.0
Fe^3+[Fe^2+Fe^3+]O4,858.0
Fe^3+[Li0.5^1+Fe1.5^3+]O4,943.0
Fe^3+[Ni^2+Fe^3+]O4,858.0
Fe–25Cr–12Co–1Si,944.0
Fe₂CoGa,1160.0
Fe₂CoGe,925.0
Fe₂CoSi,1023.0
Fe₂P,216.0
Ga-doped SnO2,305.0
Ga0.6Fe1.4O3,250.0
Ga0.85Al0.15CMn3,312.0
Ga0.85Mn0.15As,107.5
Ga0.87Mn0.13As,107.5
Ga0.88Al0.12CMn3,296.0
Ga0.8Fe0.2Sb,170.0
Ga0.912Mn0.088As,140.0
Ga0.922Mn0.078As,159.0
Ga0.92Mn0.08As,97.65
Ga0.937Mn0.063As,100.0
Ga0.93Al0.07CMn3,281.0
Ga0.93Mn0.07As,90.0
Ga0.93Mn0.07As (with Te counter doping),77.0
Ga0.93Mn0.07As/SiO2,90.0
Ga0.942Mn0.058As,120.0
Ga0.946Mn0.054As,72.0
Ga0.947Mn0.053As,110.0
Ga0.949Mn0.051As,80.0
Ga0.94Cr0.06N,340.0
Ga0.94Mn0.06As,125.0
Ga0.94Mn0.06N,300.0
Ga0.94Mn0.06P,330.0
Ga0.954Mn0.046As,130.0
Ga0.95Al0.05CMn3,258.0
Ga0.95Mn0.05As,80.0
Ga0.964Mn0.036As,173.0
Ga0.965Mn0.035As,100.0
Ga0.966Mn0.034As,50.0
Ga0.968Mn0.032P,42.0
Ga0.96Mn0.04As,80.0
Ga0.96Mn0.04P,44.0
Ga0.971Mn0.029As,35.0
Ga0.972Ni0.028Sb,78.0
Ga0.975Mn0.025As,40.0
Ga0.97Cr0.03N,280.0
Ga0.97Mn0.03As,80.0
Ga0.97Mn0.03N,300.0
Ga0.981Ni0.019Sb,78.0
Ga0.982Mn0.018P,20.0
Ga0.982Mn0.018P0.99N0.01,14.0
Ga0.984Mn0.016As,173.0
Ga0.985Mn0.015As,17.0
Ga0.986Mn0.014N0.008As0.992,37.0
Ga0.987Mn0.013P,35.0
Ga0.987Mn0.013P0.991Zn0.009,20.0
Ga0.98Mn0.02As,31.0
Ga0.98Mn0.02P,23.0
Ga0.991Ni0.009Sb,78.0
Ga0.995Ni0.005Sb,78.0
Ga0.99Mn0.01As,7.5
Ga0.99Mn0.01N,300.0
Ga0.9Fe3.1N,16.3
Ga0.9Mn0.1As,133.5
Ga0.9Mn0.1FeO3,201.0
Ga1,0.0
Ga1-xFexSb (x ≥ 0.2),300.0
Ga1-xMnxAs,171.0
Ga1-xMnxN,940.0
Ga1-xMnxP,60.0
Ga1.0Fe1.0O3,205.0
Ga1.2Fe0.8O3,250.0
Ga1.3MnNiCo0.7,400.0
Ga1.5MnNiCo0.5,285.0
Ga19Mn31,200.0
Ga1Ni1U1,36.0
Ga1U1,23.0
Ga21Mn29,650.0
Ga23Mn57,620.0
Ga29Mn71,470.0
Ga2HfMn,25.6
Ga2MgO4,69.0
Ga2MnNi,330.0
Ga2MnSb2,310.0
Ga2O3:Fe,300.0
Ga2U,125.0
Ga3IrU2,72.0
Ga3Pu,20.0
Ga3RhU2,60.0
Ga3RuU2,73.0
Ga5U3,23.0
Ga6Ni19,10.0
Ga9Mn16,703.0
GaAs-AlGaAs doped with Mn,200.0
GaAs:Mn,100.0
GaAs:Mn (0.02 at.%),320.0
GaAs:Mn (0.04 at.%),320.0
GaAs:Mn (0.10 at.%),320.0
GaAs:Mn (0.20 at.%),320.0
GaAs:Mn (X Mn = 0.67),273.0
GaAs:Mn with Be-doped Al0.3Ga0.7As barrier,140.0
GaC0.8Mn3,308.0
GaCFe2.5Co0.5,635.0
GaCFe2.7Co0.3,635.0
GaCFe3,510.0
GaCMn3,249.0
GaFe0.6Mn0.4O3,149.0
GaFe0.75Mn0.25O3,212.0
GaFe0.7Mn0.3O3,179.0
GaFe0.8Mn0.2O3,211.0
GaFe0.95Mn0.05O3,173.0
GaFe0.9Cr0.1O3,170.0
GaFe0.9Mn0.1O3,159.5
GaFeO3,248.5
GaGeMn,452.6
GaIrU,60.0
GaMn1.9,703.0
GaMn2,770.0
GaMn2Ni,588.0
GaMn2Pt,230.0
GaMn2Ru,460.0
GaMn2V,783.0
GaMn3,770.0
GaMnAs,110.0
GaMnAs/Be-doped AlGaAs,250.0
GaMnAs/InGaAs,40.0
GaMnN,300.0
GaMnNAs,155.0
GaMnNi2,376.0
GaMnNiPt,290.0
GaMnP,273.0
GaMnPt,220.0
GaMnRh2,80.0
GaMnRu,220.0
GaMnSb,30.0
GaN,273.0
GaN:Co,370.0
GaN:Cr,340.0
GaN:Mn,300.0
GaN:V,350.0
GaNCr1.5Mn1.5,42.0
GaNCr2.5Mn0.5,42.0
GaNCr2Mn,42.0
GaNiSb,78.0
GaP:Mn,300.0
GaPtU,68.0
GaRhU,40.0
GaS8V4,13.0
GaSb(59%)MnSb(41%),400.0
GaSb-MnSb (30 mol.% GaSb + 70 mol.% MnSb),554.0
GaSb:Mn,500.0
GaV4S8,11.0
GaxMny,273.0
Ge/MnAs,325.0
Ge0.02Mn0.98Te,130.0
Ge0.12Mn2Sb0.88,340.0
Ge0.53Fe0.47,230.0
Ge0.54Mn0.46Te,200.0
Ge0.6Mn0.4Te,70.0
Ge0.755Pb0.207Cr0.038Te,56.0
Ge0.755Sn0.184Mn0.061Te,13.6
Ge0.757Pb0.220Cr0.043Te,66.4
Ge0.75Fe0.25Te,160.0
Ge0.77Sn0.183Mn0.047Te,7.8
Ge0.7Mn0.3,350.0
Ge0.7Mn0.3Te,75.0
Ge0.833Sn0.083Mn0.084Te,50.0
Ge0.86Fe0.14Te,160.0
Ge0.86Mn0.14Te,110.0
Ge0.88Mn0.12,300.0
Ge0.8Mn0.2Te,130.0
Ge0.92Mn0.08,300.0
Ge0.93Mn0.07,300.0
Ge0.945Mn0.055,300.0
Ge0.945Mn0.055Te,180.0
Ge0.94Mn0.06,285.0
Ge0.955Mn0.045,300.0
Ge0.95Fe0.05,233.0
Ge0.96Mn0.04,350.0
Ge0.975Mn0.025,300.0
Ge0.97Mn0.03,285.0
Ge0.99Cr0.01,126.0
Ge0.99Mn0.01,285.0
Ge0.9Fe0.1Te,160.0
Ge1,0.0
Ge1.57U,94.0
Ge13Ir4U3,15.0
Ge1Mn1Ni1,187.5
Ge1U1,94.0
Ge2Mn2U,375.0
Ge2Mn3,300.0
Ge2Mn5,710.0
Ge2Pu,35.0
Ge2RhU,30.0
Ge2U,52.0
Ge3Mn5,307.0
Ge4Mn,340.0
Ge4Nb3U2,130.0
Ge4Rh6U,14.8
Ge4Ta3U2,105.0
Ge4U2V3,60.0
Ge4U3,91.0
Ge5TiU3,74.5
Ge5U3,94.0
Ge63Fe37,273.0
Ge64.1Fe35.9,350.0
Ge6Os0.7Ru6.3U4,9.0
Ge6Os1.4Ru5.6U4,7.0
Ge6Ru7U4,9.4
Ge80Fe20,350.0
Ge84Fe16,350.0
Ge85.5Fe14.5,350.0
Ge87.9Fe12.1,350.0
"Ge88(Mn4,Fe8)",270.0
Ge8Mn11,274.0
"Ge90(Mn8,Fe2)",350.0
"Ge92(Mn4,Fe4)",350.0
"Ge94(Mn2,Fe4)",250.0
"Ge94(Mn4,Fe2)",350.0
Ge96Fe4,350.0
Ge9Mn23,337.0
"Ge:(Mn, Al)",300.0
Ge:Mn,116.0
GeIr0.15Rh0.85U,9.3
GeIr0.43Rh0.57U,6.0
GeMn2Ru,303.0
GeMn3,865.0
GeMnP2,320.0
GeMnPd2,215.0
GeMnRh2,450.0
GePdU,50.0
GeRhU,9.485
H01+εFe4B4,6.5
H1,0.0
H17Mn10Zr5,145.0
H18Mn10Zr5,146.5
H18Mn14Zr5,139.0
H18Mn19Zr5,133.0
H18Na2O12Si,98.0
H19Mn10Zr5,147.0
H2.25Pu,60.0
H20MnN2O14S2,43.0
H2Pu,49.5
H30Mn23Th6,329.0
H3Mn2Zr1,175.0
H3U,172.925
H8MgO8S,633.0
H97Mn150Ti100,213.0
HMnO5SrV,30.0
HNiSiU,98.0
Hf0.06Fe2.94O4,598.15
Hf0.4Fe2.6O4,598.15
Hf0.6Fe2.4O4,598.15
Hf0.8Fe2.2O4,598.15
Hf0.8Ta0.2(Fe0.3Co0.7),80.0
Hf0.8Ta0.2(Fe0.4Co0.6),152.0
Hf0.8Ta0.2(Fe0.5Co0.5),244.0
Hf0.8Ta0.2(Fe0.6Co0.4),294.0
Hf0.8Ta0.2(Fe0.7Co0.3),331.0
Hf0.8Ta0.2(Fe0.8Co0.2),280.0
Hf0.8Ta0.2(Fe0.9Co0.1),290.0
Hf0.8Ta0.2(Fe1.0),118.0
Hf0.8Ta0.2Fe1.94Co0.04,140.0
Hf0.8Ta0.2Fe1.96Co0.02,140.0
Hf0.8Ta0.2Fe1.98,170.0
Hf0.8Ta0.2Fe2,110.0
Hf1,0.0
Hf1Zn20Zr9,10.6
Hf2(Fe0.2Co0.8)11B,778.15
Hf2(Fe0.4Co0.6)11B,948.15
Hf2Co11B,786.325
Hf2FeH3,73.0
Hf3Zn50Zr22,4.0
Hf6Co23,423.0
HfCo7,751.0
HfFe2,600.0
HfMnP,320.0
HfO2,300.0
HfSb5U3,141.0
Hg0.90Cr0.02Mn0.08Se,106.0
Hg0.92Cr0.02Mn0.06Se,106.0
Hg1,0.0
HgCr2Se4,106.0
I1,0.0
ILiO3,27.0
In0.52Al0.48Mn0.08As,20.0
In0.52Al0.48Mn0.11As,25.0
In0.61Al0.39Mn0.15As,30.0
In0.63Al0.37Mn0.18As,40.0
In0.71Mn0.29As,353.0
In0.755Mn0.245As,353.0
In0.75Fe0.25Sb,300.0
In0.81Mn0.19As,353.0
In0.838Mn0.162As,353.0
In0.857Mn0.143As,330.0
In0.8Fe0.2Sb,190.0
In0.957Mn0.043As0.79P0.21,280.0
In0.95Mn0.05Se,270.0
In0.961Mn0.039As0.88P0.12,280.0
In0.965Mn0.035As0.88P0.12,280.0
